0	0.00215489	-0.000387907	3.52859e-05	-0.00106919	-0.000803351	0.000117421	-0.000543654	-0.00136957	-0.00071466	-0.00162375	-0.00199389	-0.00143513	-0.00303257	-0.00171483	-0.00212574	-0.00151531	0.000245631	-0.00306499	-0.00453405	-0.00199246	-0.00223309	0	0
0.00195312	0.00162411	-0.000355124	-9.37581e-05	-0.00129271	-0.000913858	-8.01086e-05	-0.000977218	-0.00130996	-0.00106323	-0.00191951	-0.00246644	-0.00177032	-0.0034146	-0.00189072	-0.00224769	-0.00164369	0.000392616	-0.00338674	-0.00481448	-0.00196242	-0.00222194	0	0
0.00390625	0.000907123	-0.00041616	-0.000364006	-0.00160897	-0.00110996	-0.000312686	-0.00142962	-0.00125691	-0.0013963	-0.00218511	-0.00282931	-0.00198644	-0.00357631	-0.00191224	-0.00219393	-0.00161199	0.000355959	-0.00348294	-0.00490983	-0.00181246	-0.00215781	0	0
0.00585938	7.05123e-05	-0.000582695	-0.000777543	-0.00200927	-0.00140154	-0.00058198	-0.00188386	-0.00121635	-0.0017091	-0.00242007	-0.00307608	-0.00208896	-0.00354154	-0.00180209	-0.00199926	-0.00144625	0.000133753	-0.00338012	-0.00483876	-0.0015645	-0.00204808	0	0
0.0078125	-0.000811338	-0.0008533	-0.00131571	-0.00247324	-0.00178337	-0.000884891	-0.0023216	-0.00119141	-0.00199926	-0.0026269	-0.00321412	-0.00209874	-0.00336111	-0.00160241	-0.00172019	-0.00119115	-0.000244737	-0.00313109	-0.00463802	-0.0012548	-0.00190735	0	0
0.00976562	-0.00166512	-0.00121272	-0.00194067	-0.0029701	-0.00223458	-0.0012126	-0.00272441	-0.00118145	-0.00226343	-0.00280869	-0.00326061	-0.00204632	-0.00310224	-0.00136608	-0.00142288	-0.000901587	-0.000722349	-0.00280559	-0.00435503	-0.000929594	-0.0017553	0	0
0.0117188	-0.00242668	-0.00163162	-0.00259709	-0.00346005	-0.0027194	-0.00154936	-0.00307322	-0.00118151	-0.00249779	-0.00296783	-0.00324011	-0.00196558	-0.00283566	-0.00114745	-0.00117171	-0.000633121	-0.00122452	-0.00247568	-0.00403959	-0.000635624	-0.00161272	0	0
0.0136719	-0.0030486	-0.00206947	-0.00321805	-0.00389791	-0.00318992	-0.00187361	-0.00334942	-0.00118282	-0.00269496	-0.00310206	-0.00317717	-0.00188673	-0.00262234	-0.000991523	-0.00101829	-0.000432335	-0.00167084	-0.00220406	-0.00373529	-0.000414371	-0.00149792	0	0
0.015625	-0.00350314	-0.00247991	-0.00373262	-0.00423872	-0.00359297	-0.002159	-0.00353599	-0.00117376	-0.00284445	-0.00320458	-0.00309038	-0.0018304	-0.00250289	-0.000926256	-0.000990748	-0.000329204	-0.00198954	-0.00203174	-0.00347272	-0.000292063	-0.00142407	0	0
0.0175781	-0.00378513	-0.00281441	-0.00407416	-0.00444138	-0.00387609	-0.00237727	-0.00361794	-0.00114194	-0.00293374	-0.00326347	-0.00299191	-0.0018039	-0.00249027	-0.000957191	-0.00108981	-0.000332326	-0.00212926	-0.00197202	-0.00326508	-0.000279427	-0.0013963	0	0
