t	A01:sig	A02:1sig'	A03:1sum	A04:1diff	A05:1ax1	A06:1ax2	A07:1ax3	A08:1ax4	A09:1ax5	D10:on	D11:ax
0.841797	-0.0153669	0	0	0	0	0	0	0	0	0	0
0.84375	-0.0182272	0	0	0	0	0	0	0	0	0	0
0.845703	-0.0201428	0	0	0	0	0	0	0	0	0	0
0.847656	-0.0210187	0	0	0	0	0	0	0	0	0	0
0.849609	-0.0207925	0	0	0	0	0	0	0	0	0	0
0.851562	-0.0194388	0	0	0	0	0	0	0	0	0	0
0.853516	-0.0169726	0	0	0	0	0	0	0	0	0	0
0.855469	-0.013454	0	0	0	0	0	0	0	0	0	0
0.857422	-0.00899231	0	0	0	0	0	0	0	0	0	0
0.859375	-0.00374742	0	0	0	0	0	0	0	0	0	0
0.861328	0.0020706	0	0	0	0	0	0	0	0	0	0
0.863281	0.00820667	0	0	0	0	0	0	0	0	0	0
0.865234	0.0143701	0	0	0	0	0	0	0	0	0	0
0.867188	0.0202491	0	0	0	0	0	0	0	0	0	0
0.869141	0.025529	0	0	0	0	0	0	0	0	0	0
0.871094	0.0299144	0	0	0	0	0	0	0	0	0	0
0.873047	0.0331508	0	0	0	0	0	0	0	0	0	0
0.875	0.0350465	0	0	0	0	0	0	0	0	0	0
0.876953	0.0354899	0	0	0	0	0	0	0	0	0	0
0.878906	0.0344598	0	0	0	0	0	0	0	0	0	0
0.880859	0.0320306	0	0	0	0	0	0	0	0	0	0
0.882812	0.0283664	0	0	0	0	0	0	0	0	0	0
0.884766	0.0237079	0	0	0	0	0	0	0	0	0	0
0.886719	0.0183526	0	0	0	0	0	0	0	0	0	0
0.888672	0.0126293	0	0	0	0	0	0	0	0	0	0
0.890625	0.00687131	0	0	0	0	0	0	0	0	0	0
0.892578	0.00138963	0	0	0	0	0	0	0	0	0	0
0.894531	-0.00354873	0	0	0	0	0	0	0	0	0	0
0.896484	-0.00773779	0	0	0	0	0	0	0	0	0	0
0.898438	-0.0110402	0	0	0	0	0	0	0	0	0	0
0.900391	-0.0133882	0	0	0	0	0	0	0	0	0	0
0.902344	-0.0147765	0	0	0	0	0	0	0	0	0	0
0.904297	-0.0152496	0	0	0	0	0	0	0	0	0	0
0.90625	-0.0148857	0	0	0	0	0	0	0	0	0	0
0.908203	-0.0137802	0	0	0	0	0	0	0	0	0	0
0.910156	-0.0120317	0	0	0	0	0	0	0	0	0	0
0.912109	-0.00973139	0	0	0	0	0	0	0	0	0	0
0.914062	-0.0069584	0	0	0	0	0	0	0	0	0	0
0.916016	-0.00378101	0	0	0	0	0	0	0	0	0	0
0.917969	-0.000262903	0	0	0	0	0	0	0	0	0	0
0.919922	0.00352763	0	0	0	0	0	0	0	0	0	0
0.921875	0.00750681	0	0	0	0	0	0	0	0	0	0
0.923828	0.0115664	0	0	0	0	0	0	0	0	0	0
0.925781	0.0155682	0	0	0	0	0	0	0	0	0	0
0.927734	0.0193438	0	0	0	0	0	0	0	0	0	0
0.929688	0.0227012	0	0	0	0	0	0	0	0	0	0
0.931641	0.025437	0	0	0	0	0	0	0	0	0	0
0.933594	0.027354	0	0	0	0	0	0	0	0	0	0
0.935547	0.0282811	0	0	0	0	0	0	0	0	0	0
0.9375	0.0280939	0	0	0	0	0	0	0	0	0	0
0.939453	0.0267326	0	0	0	0	0	0	0	0	0	0
0.941406	0.0242142	0	0	0	0	0	0	0	0	0	0
0.943359	0.0206389	0	0	0	0	0	0	0	0	0	0
0.945312	0.0161862	0	0	0	0	0	0	0	0	0	0
0.947266	0.011105	0	0	0	0	0	0	0	0	0	0
0.949219	0.00569486	0	0	0	0	0	0	0	0	0	0
0.951172	0.00028274	0	0	0	0	0	0	0	0	0	0
0.953125	-0.00480277	0	0	0	0	0	0	0	0	0	0
0.955078	-0.00925769	0	0	0	0	0	0	0	0	0	0
0.957031	-0.0128253	0	0	0	0	0	0	0	0	0	0
0.958984	-0.0153146	0	0	0	0	0	0	0	0	0	0
0.960938	-0.0166114	0	0	0	0	0	0	0	0	0	0
0.962891	-0.0166821	0	0	0	0	0	0	0	0	0	0
0.964844	-0.0155711	0	0	0	0	0	0	0	0	0	0
0.966797	-0.0133917	0	0	0	0	0	0	0	0	0	0
0.96875	-0.0103123	0	0	0	0	0	0	0	0	0	0
0.970703	-0.00654052	0	0	0	0	0	0	0	0	0	0
0.972656	-0.00230623	0	0	0	0	0	0	0	0	0	0
0.974609	0.00215428	0	0	0	0	0	0	0	0	0	0
0.976562	0.00661219	0	0	0	0	0	0	0	0	0	0
0.978516	0.0108571	0	0	0	0	0	0	0	0	0	0
0.980469	0.0147046	0	0	0	0	0	0	0	0	0	0
0.982422	0.018002	0	0	0	0	0	0	0	0	0	0
0.984375	0.0206306	0	0	0	0	0	0	0	0	0	0
0.986328	0.0225071	0	0	0	0	0	0	0	0	0	0
0.988281	0.0235841	0	0	0	0	0	0	0	0	0	0
0.990234	0.0238491	0	0	0	0	0	0	0	0	0	0
0.992188	0.023324	0	0	0	0	0	0	0	0	0	0
0.994141	0.0220632	0	0	0	0	0	0	0	0	0	0
0.996094	0.0201517	0	0	0	0	0	0	0	0	0	0
0.998047	0.0177006	0	0	0	0	0	0	0	0	0	0
1	0.0148423	0	0	0	0	0	0	0	0	0	0
1.00195	0.0117238	0	0	0	0	0	0	0	0	0	0
1.00391	0.00849799	0	0	0	0	0	0	0	0	0	0
1.00586	0.00531471	0	0	0	0	0	0	0	0	0	0
1.00781	0.00231134	0	0	0	0	0	0	0	0	0	0
1.00977	-0.000395842	0	0	0	0	0	0	0	0	0	0
1.01172	-0.0027183	0	0	0	0	0	0	0	0	0	0
1.01367	-0.00459913	0	0	0	0	0	0	0	0	0	0
1.01562	-0.00601417	0	0	0	0	0	0	0	0	0	0
1.01758	-0.00696926	0	0	0	0	0	0	0	0	0	0
1.01953	-0.00749471	0	0	0	0	0	0	0	0	0	0
1.02148	-0.00763778	0	0	0	0	0	0	0	0	0	0
1.02344	-0.00745304	0	0	0	0	0	0	0	0	0	0
1.02539	-0.00699393	0	0	0	0	0	0	0	0	0	0
1.02734	-0.00630512	0	0	0	0	0	0	0	0	0	0
1.0293	-0.00541757	0	0	0	0	0	0	0	0	0	0
1.03125	-0.00434659	0	0	0	0	0	0	0	0	0	0
1.0332	-0.00309381	0	0	0	0	0	0	0	0	0	0
1.03516	-0.00165169	0	0	0	0	0	0	0	0	0	0
1.03711	-1.05956e-05	0	0	0	0	0	0	0	0	0	0
1.03906	0.00183255	0	0	0	0	0	0	0	0	0	0
1.04102	0.00386652	0	0	0	0	0	0	0	0	0	0
1.04297	0.00605931	0	0	0	0	0	0	0	0	0	0
1.04492	0.00835426	0	0	0	0	0	0	0	0	0	0
1.04688	0.0106696	0	0	0	0	0	0	0	0	0	0
1.04883	0.0129019	0	0	0	0	0	0	0	0	0	0
1.05078	0.014933	0	0	0	0	0	0	0	0	0	0
1.05273	0.0166389	0	0	0	0	0	0	0	0	0	0
1.05469	0.0179013	0	0	0	0	0	0	0	0	0	0
1.05664	0.0186178	0	0	0	0	0	0	0	0	0	0
1.05859	0.0187127	0	0	0	0	0	0	0	0	0	0
1.06055	0.0181437	0	0	0	0	0	0	0	0	0	0
1.0625	0.0169071	0	0	0	0	0	0	0	0	0	0
1.06445	0.0150384	0	0	0	0	0	0	0	0	0	0
1.06641	0.0126102	0	0	0	0	0	0	0	0	0	0
1.06836	0.00972684	0	0	0	0	0	0	0	0	0	0
1.07031	0.00651735	0	0	0	0	0	0	0	0	0	0
1.07227	0.00312699	0	0	0	0	0	0	0	0	0	0
1.07422	-0.000291746	0	0	0	0	0	0	0	0	0	0
1.07617	-0.00358681	0	0	0	0	0	0	0	0	0	0
1.07812	-0.00661387	0	0	0	0	0	0	0	0	0	0
1.08008	-0.00924154	0	0	0	0	0	0	0	0	0	0
1.08203	-0.0113558	0	0	0	0	0	0	0	0	0	0
1.08398	-0.0128636	0	0	0	0	0	0	0	0	0	0
1.08594	-0.0136947	0	0	0	0	0	0	0	0	0	0
1.08789	-0.0138039	0	0	0	0	0	0	0	0	0	0
1.08984	-0.0131737	0	0	0	0	0	0	0	0	0	0
1.0918	-0.0118156	0	0	0	0	0	0	0	0	0	0
1.09375	-0.00977229	0	0	0	0	0	0	0	0	0	0
1.0957	-0.00711882	0	0	0	0	0	0	0	0	0	0
1.09766	-0.00396289	0	0	0	0	0	0	0	0	0	0
1.09961	-0.000442472	0	0	0	0	0	0	0	0	0	0
1.10156	0.00327736	0	0	0	0	0	0	0	0	0	0
1.10352	0.00701154	0	0	0	0	0	0	0	0	0	0
1.10547	0.0105642	0	0	0	0	0	0	0	0	0	0
1.10742	0.0137399	0	0	0	0	0	0	0	0	0	0
1.10938	0.0163567	0	0	0	0	0	0	0	0	0	0
1.11133	0.0182591	0	0	0	0	0	0	0	0	0	0
1.11328	0.0193309	0	0	0	0	0	0	0	0	0	0
1.11523	0.0195046	0	0	0	0	0	0	0	0	0	0
1.11719	0.0187691	0	0	0	0	0	0	0	0	0	0
1.11914	0.017171	0	0	0	0	0	0	0	0	0	0
1.12109	0.0148132	0	0	0	0	0	0	0	0	0	0
1.12305	0.0118475	0	0	0	0	0	0	0	0	0	0
1.125	0.00846327	0	0	0	0	0	0	0	0	0	0
1.12695	0.00487367	0	0	0	0	0	0	0	0	0	0
1.12891	0.00129886	0	0	0	0	0	0	0	0	0	0
1.13086	-0.0020495	0	0	0	0	0	0	0	0	0	0
1.13281	-0.00498351	0	0	0	0	0	0	0	0	0	0
1.13477	-0.00735124	0	0	0	0	0	0	0	0	0	0
1.13672	-0.00904495	0	0	0	0	0	0	0	0	0	0
1.13867	-0.0100053	0	0	0	0	0	0	0	0	0	0
1.14062	-0.0102215	0	0	0	0	0	0	0	0	0	0
1.14258	-0.00972701	0	0	0	0	0	0	0	0	0	0
1.14453	-0.00859222	0	0	0	0	0	0	0	0	0	0
1.14648	-0.00691597	0	0	0	0	0	0	0	0	0	0
1.14844	-0.00481514	0	0	0	0	0	0	0	0	0	0
1.15039	-0.00241514	0	0	0	0	0	0	0	0	0	0
1.15234	0.000157958	0	0	0	0	0	0	0	0	0	0
1.1543	0.00278414	0	0	0	0	0	0	0	0	0	0
1.15625	0.00535333	0	0	0	0	0	0	0	0	0	0
1.1582	0.00776745	0	0	0	0	0	0	0	0	0	0
1.16016	0.00994084	0	0	0	0	0	0	0	0	0	0
1.16211	0.0117994	0	0	0	0	0	0	0	0	0	0
1.16406	0.0132795	0	0	0	0	0	0	0	0	0	0
1.16602	0.0143273	0	0	0	0	0	0	0	0	0	0
1.16797	0.0148989	0	0	0	0	0	0	0	0	0	0
1.16992	0.0149618	0	0	0	0	0	0	0	0	0	0
1.17188	0.014497	0	0	0	0	0	0	0	0	0	0
1.17383	0.0135025	0	0	0	0	0	0	0	0	0	0
1.17578	0.0119974	0	0	0	0	0	0	0	0	0	0
1.17773	0.0100245	0	0	0	0	0	0	0	0	0	0
1.17969	0.00765246	0	0	0	0	0	0	0	0	0	0
1.18164	0.00497637	0	0	0	0	0	0	0	0	0	0
1.18359	0.00211543	0	0	0	0	0	0	0	0	0	0
1.18555	-0.000791916	0	0	0	0	0	0	0	0	0	0
1.1875	-0.00359488	0	0	0	0	0	0	0	0	0	0
1.18945	-0.00613963	0	0	0	0	0	0	0	0	0	0
1.19141	-0.00827991	0	0	0	0	0	0	0	0	0	0
1.19336	-0.00988741	0	0	0	0	0	0	0	0	0	0
1.19531	-0.0108619	0	0	0	0	0	0	0	0	0	0
1.19727	-0.0111396	0	0	0	0	0	0	0	0	0	0
1.19922	-0.0106987	0	0	0	0	0	0	0	0	0	0
1.20117	-0.00956126	0	0	0	0	0	0	0	0	0	0
1.20312	-0.0077923	0	0	0	0	0	0	0	0	0	0
1.20508	-0.00549473	0	0	0	0	0	0	0	0	0	0
1.20703	-0.00280182	0	0	0	0	0	0	0	0	0	0
1.20898	0.0001326	0	0	0	0	0	0	0	0	0	0
1.21094	0.0031454	0	0	0	0	0	0	0	0	0	0
1.21289	0.00607553	0	0	0	0	0	0	0	0	0	0
1.21484	0.00877386	0	0	0	0	0	0	0	0	0	0
1.2168	0.0111122	0	0	0	0	0	0	0	0	0	0
1.21875	0.012989	0	0	0	0	0	0	0	0	0	0
1.2207	0.0143333	0	0	0	0	0	0	0	0	0	0
1.22266	0.0151053	0	0	0	0	0	0	0	0	0	0
1.22461	0.0152951	0	0	0	0	0	0	0	0	0	0
1.22656	0.0149195	0	0	0	0	0	0	0	0	0	0
1.22852	0.0140183	0	0	0	0	0	0	0	0	0	0
1.23047	0.0126496	0	0	0	0	0	0	0	0	0	0
1.23242	0.0108859	0	0	0	0	0	0	0	0	0	0
1.23438	0.00881065	0	0	0	0	0	0	0	0	0	0
1.23633	0.00651561	0	0	0	0	0	0	0	0	0	0
1.23828	0.00409926	0	0	0	0	0	0	0	0	0	0
1.24023	0.00166462	0	0	0	0	0	0	0	0	0	0
1.24219	-0.000681588	0	0	0	0	0	0	0	0	0	0
1.24414	-0.00283195	0	0	0	0	0	0	0	0	0	0
1.24609	-0.0046812	0	0	0	0	0	0	0	0	0	0
1.24805	-0.0061312	0	0	0	0	0	0	0	0	0	0
1.25	-0.00709647	0	0	0	0	0	0	0	0	0	0
1.25195	-0.00751077	0	0	0	0	0	0	0	0	0	0
1.25391	-0.00733439	0	0	0	0	0	0	0	0	0	0
1.25586	-0.00655986	0	0	0	0	0	0	0	0	0	0
1.25781	-0.00521658	0	0	0	0	0	0	0	0	0	0
1.25977	-0.00337291	0	0	0	0	0	0	0	0	0	0
1.26172	-0.00113454	0	0	0	0	0	0	0	0	0	0
1.26367	0.00136041	0	0	0	0	0	0	0	0	0	0
1.26562	0.0039502	0	0	0	0	0	0	0	0	0	0
1.26758	0.00646146	0	0	0	0	0	0	0	0	0	0
1.26953	0.00872266	0	0	0	0	0	0	0	0	0	0
1.27148	0.0105792	0	0	0	0	0	0	0	0	0	0
1.27344	0.0119068	0	0	0	0	0	0	0	0	0	0
1.27539	0.0126233	0	0	0	0	0	0	0	0	0	0
1.27734	0.0126959	0	0	0	0	0	0	0	0	0	0
1.2793	0.0121441	0	0	0	0	0	0	0	0	0	0
1.28125	0.0110373	0	0	0	0	0	0	0	0	0	0
1.2832	0.00948701	0	0	0	0	0	0	0	0	0	0
1.28516	0.00763528	0	0	0	0	0	0	0	0	0	0
1.28711	0.00563988	0	0	0	0	0	0	0	0	0	0
1.28906	0.0036583	0	0	0	0	0	0	0	0	0	0
1.29102	0.00183213	0	0	0	0	0	0	0	0	0	0
1.29297	0.000274425	0	0	0	0	0	0	0	0	0	0
1.29492	-0.00093965	0	0	0	0	0	0	0	0	0	0
1.29688	-0.00177715	0	0	0	0	0	0	0	0	0	0
1.29883	-0.00224651	0	0	0	0	0	0	0	0	0	0
1.30078	-0.00239141	0	0	0	0	0	0	0	0	0	0
1.30273	-0.00120095	0	0	0	0	0	0	0	0	0	0
1.30469	-0.00116954	0	0	0	0	0	0	0	0	0	0
1.30664	-0.00119906	0	0	0	0	0	0	0	0	0	0
1.30859	-0.00128991	0	0	0	0	0	0	0	0	0	0
1.31055	-0.00140772	0	0	0	0	0	0	0	0	0	0
1.3125	-0.00149284	0	0	0	0	0	0	0	0	0	0
1.31445	-0.00147393	0	0	0	0	0	0	0	0	0	0
1.31641	-0.00128278	0	0	0	0	0	0	0	0	0	0
1.31836	-0.00086794	0	0	0	0	0	0	0	0	0	0
1.32031	-0.000204587	0	0	0	0	0	0	0	0	0	0
1.32227	0.00070078	0	0	0	0	0	0	0	0	0	0
1.32422	0.00181063	0	0	0	0	0	0	0	0	0	0
1.32617	0.00306278	0	0	0	0	0	0	0	0	0	0
1.32812	0.00437868	0	0	0	0	0	0	0	0	0	0
1.33008	0.00567499	0	0	0	0	0	0	0	0	0	0
1.33203	0.00687275	0	0	0	0	0	0	0	0	0	0
1.33398	0.00790591	0	0	0	0	0	0	0	0	0	0
1.33594	0.00872483	0	0	0	0	0	0	0	0	0	0
1.33789	0.00929657	0	0	0	0	0	0	0	0	0	0
1.33984	0.00960219	0	0	0	0	0	0	0	0	0	0
1.3418	0.00963138	0	0	0	0	0	0	0	0	0	0
1.34375	0.00937729	0	0	0	0	0	0	0	0	0	0
1.3457	0.00883223	0	0	0	0	0	0	0	0	0	0
1.34766	0.00798703	0	0	0	0	0	0	0	0	0	0
1.34961	0.00683302	0	0	0	0	0	0	0	0	0	0
1.35156	0.00536808	0	0	0	0	0	0	0	0	0	0
1.35352	0.00360482	0	0	0	0	0	0	0	0	0	0
1.35547	0.00157891	0	0	0	0	0	0	0	0	0	0
1.35742	-0.000642841	0	0	0	0	0	0	0	0	0	0
1.35938	-0.00295961	0	0	0	0	0	0	0	0	0	0
1.36133	-0.00523742	0	0	0	0	0	0	0	0	0	0
1.36328	-0.00731702	0	0	0	0	0	0	0	0	0	0
1.36523	-0.00902732	0	0	0	0	0	0	0	0	0	0
1.36719	-0.0102029	0	0	0	0	0	0	0	0	0	0
1.36914	-0.0107047	0	0	0	0	0	0	0	0	0	0
1.37109	-0.0104387	0	0	0	0	0	0	0	0	0	0
1.37305	-0.00937211	0	0	0	0	0	0	0	0	0	0
1.375	-0.00754277	0	0	0	0	0	0	0	0	0	0
1.37695	-0.00505999	0	0	0	0	0	0	0	0	0	0
1.37891	-0.00209731	0	0	0	0	0	0	0	0	0	0
1.38086	0.00112373	0	0	0	0	0	0	0	0	0	0
1.38281	0.00435589	0	0	0	0	0	0	0	0	0	0
1.38477	0.00735199	0	0	0	0	0	0	0	0	0	0
1.38672	0.00989028	0	0	0	0	0	0	0	0	0	0
1.38867	0.0117976	0	0	0	0	0	0	0	0	0	0
1.39062	0.0129647	0	0	0	0	0	0	0	0	0	0
1.39258	0.0133544	0	0	0	0	0	0	0	0	0	0
1.39453	0.0130002	0	0	0	0	0	0	0	0	0	0
1.39648	0.0119963	0	0	0	0	0	0	0	0	0	0
1.39844	0.0104824	0	0	0	0	0	0	0	0	0	0
1.40039	0.00862205	0	0	0	0	0	0	0	0	0	0
1.40234	0.00658335	0	0	0	0	0	0	0	0	0	0
1.4043	0.00451961	0	0	0	0	0	0	0	0	0	0
1.40625	0.00255598	0	0	0	0	0	0	0	0	0	0
1.4082	0.000781308	0	0	0	0	0	0	0	0	0	0
1.41016	-0.000752169	0	0	0	0	0	0	0	0	0	0
1.41211	-0.00202562	0	0	0	0	0	0	0	0	0	0
1.41406	-0.00304383	0	0	0	0	0	0	0	0	0	0
1.41602	-0.0038258	0	0	0	0	0	0	0	0	0	0
1.41797	-0.00439466	0	0	0	0	0	0	0	0	0	0
1.41992	-0.00476993	0	0	0	0	0	0	0	0	0	0
1.42188	-0.0049644	0	0	0	0	0	0	0	0	0	0
1.42383	-0.00498378	0	0	0	0	0	0	0	0	0	0
1.42578	-0.00483016	0	0	0	0	0	0	0	0	0	0
1.42773	-0.00450775	0	0	0	0	0	0	0	0	0	0
1.42969	-0.00402836	0	0	0	0	0	0	0	0	0	0
1.43164	-0.00341534	0	0	0	0	0	0	0	0	0	0
1.43359	-0.00270483	0	0	0	0	0	0	0	0	0	0
1.43555	-0.00194318	0	0	0	0	0	0	0	0	0	0
1.4375	-0.00118062	0	0	0	0	0	0	0	0	0	0
1.43945	-0.000463477	0	0	0	0	0	0	0	0	0	0
1.44141	0.000175273	0	0	0	0	0	0	0	0	0	0
1.44336	0.000723177	0	0	0	0	0	0	0	0	0	0
1.44531	0.00119187	0	0	0	0	0	0	0	0	0	0
1.44727	0.00161634	0	0	0	0	0	0	0	0	0	0
1.44922	0.00204761	0	0	0	0	0	0	0	0	0	0
1.45117	0.00254137	0	0	0	0	0	0	0	0	0	0
1.45312	0.00314293	0	0	0	0	0	0	0	0	0	0
1.45508	0.00387183	0	0	0	0	0	0	0	0	0	0
1.45703	0.00470879	0	0	0	0	0	0	0	0	0	0
1.45898	0.0055884	0	0	0	0	0	0	0	0	0	0
1.46094	0.00639911	0	0	0	0	0	0	0	0	0	0
1.46289	0.00699316	0	0	0	0	0	0	0	0	0	0
1.46484	0.00720403	0	0	0	0	0	0	0	0	0	0
1.4668	0.0068716	0	0	0	0	0	0	0	0	0	0
1.46875	0.00587012	0	0	0	0	0	0	0	0	0	0
1.4707	0.00413564	0	0	0	0	0	0	0	0	0	0
1.47266	0.00168774	0	0	0	0	0	0	0	0	0	0
1.47461	-0.0013582	0	0	0	0	0	0	0	0	0	0
1.47656	-0.00479155	0	0	0	0	0	0	0	0	0	0
1.47852	-0.00832076	0	0	0	0	0	0	0	0	0	0
1.48047	-0.0116012	0	0	0	0	0	0	0	0	0	0
1.48242	-0.0142728	0	0	0	0	0	0	0	0	0	0
1.48438	-0.0160039	0	0	0	0	0	0	0	0	0	0
1.48633	-0.016535	0	0	0	0	0	0	0	0	0	0
1.48828	-0.0157159	0	0	0	0	0	0	0	0	0	0
1.49023	-0.0135322	0	0	0	0	0	0	0	0	0	0
1.49219	-0.0101148	0	0	0	0	0	0	0	0	0	0
1.49414	-0.00573243	0	0	0	0	0	0	0	0	0	0
1.49609	-0.000766164	0	0	0	0	0	0	0	0	0	0
1.49805	0.00432991	0	0	0	0	0	0	0	0	0	0
1.5	0.00907921	0	0	0	0	0	0	0	0	0	0
1.50195	0.0130353	0	0	0	0	0	0	0	0	0	0
1.50391	0.0158319	0	0	0	0	0	0	0	0	0	0
1.50586	0.0172237	0	0	0	0	0	0	0	0	0	0
1.50781	0.0171113	0	0	0	0	0	0	0	0	0	0
1.50977	0.0155498	0	0	0	0	0	0	0	0	0	0
1.51172	0.0127377	0	0	0	0	0	0	0	0	0	0
1.51367	0.00899095	0	0	0	0	0	0	0	0	0	0
1.51562	0.00470306	0	0	0	0	0	0	0	0	0	0
1.51758	0.000299136	0	0	0	0	0	0	0	0	0	0
1.51953	-0.00381153	0	0	0	0	0	0	0	0	0	0
1.52148	-0.00727731	0	0	0	0	0	0	0	0	0	0
1.52344	-0.00983723	0	0	0	0	0	0	0	0	0	0
1.52539	-0.0113396	0	0	0	0	0	0	0	0	0	0
1.52734	-0.0117476	0	0	0	0	0	0	0	0	0	0
1.5293	-0.0111306	0	0	0	0	0	0	0	0	0	0
1.53125	-0.00964495	0	0	0	0	0	0	0	0	0	0
1.5332	-0.00750765	0	0	0	0	0	0	0	0	0	0
1.53516	-0.00496689	0	0	0	0	0	0	0	0	0	0
1.53711	-0.00227437	0	0	0	0	0	0	0	0	0	0
1.53906	0.000338567	0	0	0	0	0	0	0	0	0	0
1.54102	0.002677	0	0	0	0	0	0	0	0	0	0
1.54297	0.00459179	0	0	0	0	0	0	0	0	0	0
1.54492	0.00598199	0	0	0	0	0	0	0	0	0	0
1.54688	0.00679102	0	0	0	0	0	0	0	0	0	0
1.54883	0.00700138	0	0	0	0	0	0	0	0	0	0
1.55078	0.00662694	0	0	0	0	0	0	0	0	0	0
1.55273	0.00570738	0	0	0	0	0	0	0	0	0	0
1.55469	0.00430438	0	0	0	0	0	0	0	0	0	0
1.55664	0.00249978	0	0	0	0	0	0	0	0	0	0
1.55859	0.000396367	0	0	0	0	0	0	0	0	0	0
1.56055	-0.00188253	0	0	0	0	0	0	0	0	0	0
1.5625	-0.00419357	0	0	0	0	0	0	0	0	0	0
1.56445	-0.00637827	0	0	0	0	0	0	0	0	0	0
1.56641	-0.00827092	0	0	0	0	0	0	0	0	0	0
1.56836	-0.00971074	0	0	0	0	0	0	0	0	0	0
1.57031	-0.0105576	0	0	0	0	0	0	0	0	0	0
1.57227	-0.0107084	0	0	0	0	0	0	0	0	0	0
1.57422	-0.0101128	0	0	0	0	0	0	0	0	0	0
1.57617	-0.00878508	0	0	0	0	0	0	0	0	0	0
1.57812	-0.00680888	0	0	0	0	0	0	0	0	0	0
1.58008	-0.00433478	0	0	0	0	0	0	0	0	0	0
1.58203	-0.00156902	0	0	0	0	0	0	0	0	0	0
1.58398	0.00124632	0	0	0	0	0	0	0	0	0	0
1.58594	0.00385795	0	0	0	0	0	0	0	0	0	0
1.58789	0.00602974	0	0	0	0	0	0	0	0	0	0
1.58984	0.00756971	0	0	0	0	0	0	0	0	0	0
1.5918	0.00835262	0	0	0	0	0	0	0	0	0	0
1.59375	0.00833476	0	0	0	0	0	0	0	0	0	0
1.5957	0.00755849	0	0	0	0	0	0	0	0	0	0
1.59766	0.00614643	0	0	0	0	0	0	0	0	0	0
1.59961	0.00428509	0	0	0	0	0	0	0	0	0	0
1.60156	0.00220099	0	0	0	0	0	0	0	0	0	0
1.60352	0.000132209	0	0	0	0	0	0	0	0	0	0
1.60547	-0.00170109	0	0	0	0	0	0	0	0	0	0
1.60742	-0.00312241	0	0	0	0	0	0	0	0	0	0
1.60938	-0.00401849	0	0	0	0	0	0	0	0	0	0
1.61133	-0.00434906	0	0	0	0	0	0	0	0	0	0
1.61328	-0.00414732	0	0	0	0	0	0	0	0	0	0
1.61523	-0.00351081	0	0	0	0	0	0	0	0	0	0
1.61719	-0.00258383	0	0	0	0	0	0	0	0	0	0
1.61914	-0.0015356	0	0	0	0	0	0	0	0	0	0
1.62109	-0.000536421	0	0	0	0	0	0	0	0	0	0
1.62305	0.000263897	0	0	0	0	0	0	0	0	0	0
1.625	0.000753795	0	0	0	0	0	0	0	0	0	0
1.62695	0.000870283	0	0	0	0	0	0	0	0	0	0
1.62891	0.000602432	0	0	0	0	0	0	0	0	0	0
1.63086	-1.24118e-05	0	0	0	0	0	0	0	0	0	0
1.63281	-0.000898472	0	0	0	0	0	0	0	0	0	0
1.63477	-0.00195452	0	0	0	0	0	0	0	0	0	0
1.63672	-0.0030688	0	0	0	0	0	0	0	0	0	0
1.63867	-0.00413278	0	0	0	0	0	0	0	0	0	0
1.64062	-0.0050519	0	0	0	0	0	0	0	0	0	0
1.64258	-0.00575328	0	0	0	0	0	0	0	0	0	0
1.64453	-0.00618836	0	0	0	0	0	0	0	0	0	0
1.64648	-0.00633252	0	0	0	0	0	0	0	0	0	0
1.64844	-0.00618175	0	0	0	0	0	0	0	0	0	0
1.65039	-0.00574811	0	0	0	0	0	0	0	0	0	0
1.65234	-0.00505519	0	0	0	0	0	0	0	0	0	0
1.6543	-0.00413417	0	0	0	0	0	0	0	0	0	0
1.65625	-0.00302222	0	0	0	0	0	0	0	0	0	0
1.6582	-0.00176165	0	0	0	0	0	0	0	0	0	0
1.66016	-0.000400434	0	0	0	0	0	0	0	0	0	0
1.66211	0.00100629	0	0	0	0	0	0	0	0	0	0
1.66406	0.00239666	0	0	0	0	0	0	0	0	0	0
1.66602	0.00370253	0	0	0	0	0	0	0	0	0	0
1.66797	0.00485321	0	0	0	0	0	0	0	0	0	0
1.66992	0.00577984	0	0	0	0	0	0	0	0	0	0
1.67188	0.00642172	0	0	0	0	0	0	0	0	0	0
1.67383	0.006733	0	0	0	0	0	0	0	0	0	0
1.67578	0.00668845	0	0	0	0	0	0	0	0	0	0
1.67773	0.00628735	0	0	0	0	0	0	0	0	0	0
1.67969	0.00555436	0	0	0	0	0	0	0	0	0	0
1.68164	0.00453714	0	0	0	0	0	0	0	0	0	0
1.68359	0.00330117	0	0	0	0	0	0	0	0	0	0
1.68555	0.00192155	0	0	0	0	0	0	0	0	0	0
1.6875	0.000474072	0	0	0	0	0	0	0	0	0	0
1.68945	-0.000973366	0	0	0	0	0	0	0	0	0	0
1.69141	-0.00236805	0	0	0	0	0	0	0	0	0	0
1.69336	-0.00367536	0	0	0	0	0	0	0	0	0	0
1.69531	-0.00487976	0	0	0	0	0	0	0	0	0	0
1.69727	-0.00598036	0	0	0	0	0	0	0	0	0	0
1.69922	-0.00698478	0	0	0	0	0	0	0	0	0	0
1.70117	-0.00790039	0	0	0	0	0	0	0	0	0	0
1.70312	-0.00872664	0	0	0	0	0	0	0	0	0	0
