t	A01:w01	A02:w02	A03:w03	A04:w04	A05:w05	A06:w06	A07:w07	A08:w08	A09:w09	A10:w10	A11:w11	A12:w12	A13:w13	A14:w14	A15:w15	A16:w16	A17:w17	A18:w18	A19:s111	A20:s112	A21:s211	A22:s212	A23:a11	A24:a21
0.689453	0.00116003	0.00357684	0.000981867	-2.08616e-05	-0.000228643	-0.000810266	-0.000741005	-0.00148642	-0.000285745	0.000319004	-0.000535131	-0.00274897	0.0013926	0.00107831	0.00255251	0.00232977	0.00323451	0.00417781	0.0111195	-0.000810266	0.00446963	0.00232977	0.000319004	0.00446963
0.691406	0.00299346	0.0063968	0.0043475	0.00286543	0.00273359	0.00292134	0.00256789	0.00179851	0.00365758	0.00311542	0.00226021	-0.000652552	0.00251794	0.00176466	0.00343442	0.00281227	0.00331616	0.00405002	0.0110599	0.00292134	0.00389719	0.00281227	0.00311542	0.00389719
0.693359	0.00489461	0.00931196	0.00790209	0.00590169	0.00586951	0.00685155	0.00612342	0.0053488	0.00781846	0.00612473	0.00537026	0.00174356	0.00387311	0.00258768	0.00456715	0.00352412	0.00349283	0.00389719	0.0105106	0.00685155	0.00322598	0.00352412	0.00612473	0.00322598
0.695312	0.00675857	0.0121379	0.0114222	0.00888455	0.00896335	0.0107065	0.00967062	0.00890434	0.0119087	0.00914598	0.00860512	0.00432134	0.00541055	0.00353318	0.00594807	0.00447536	0.00379315	0.00373626	0.00947458	0.0107065	0.0025326	0.00447536	0.00914598	0.0025326
0.697266	0.00847757	0.0146832	0.0146699	0.0116013	0.0117854	0.0142007	0.0129336	0.0121826	0.0156167	0.0119517	0.0117342	0.00692916	0.00704324	0.00455797	0.00752354	0.00563321	0.0042218	0.00357711	0.00801903	0.0142007	0.00189352	0.00563321	0.0119517	0.00189352
0.699219	0.00995028	0.016767	0.0174159	0.0138555	0.0141187	0.0170687	0.0156473	0.0149124	0.0186452	0.0143161	0.0145128	0.00939441	0.00865185	0.00559276	0.00918889	0.00692275	0.00475743	0.00342202	0.00626588	0.0170687	0.00137383	0.00692275	0.0143161	0.00137383
0.701172	0.0110875	0.0182368	0.0194629	0.0154868	0.0157831	0.0190957	0.0175905	0.0168685	0.0207479	0.0160439	0.0167115	0.0115423	0.0100986	0.00655049	0.0108016	0.00823465	0.00535384	0.0032661	0.00437272	0.0190957	0.0010165	0.00823465	0.0160439	0.0010165
0.703125	0.0118215	0.0189831	0.0206668	0.0163895	0.0166571	0.0201418	0.0186132	0.0178999	0.0217603	0.016994	0.018146	0.0132153	0.0112444	0.00733656	0.0121992	0.00943837	0.0059453	0.0030998	0.00250906	0.0201418	0.00083679	0.00943837	0.016994	0.00083679
0.705078	0.0121087	0.0189501	0.02095	0.0165229	0.0166914	0.020161	0.018656	0.0179486	0.0216233	0.0170977	0.0186992	0.0142922	0.0119675	0.00786066	0.0132196	0.0103985	0.00645515	0.00291085	0.000829875	0.020161	0.000819325	0.0103985	0.0170977	0.000819325
0.707031	0.0119327	0.0181398	0.0203094	0.015913	0.0159142	0.0191999	0.0177546	0.017056	0.0203882	0.0163693	0.0183365	0.0147007	0.0121779	0.00805008	0.0137255	0.0109928	0.00680605	0.00268912	-0.000545502	0.0191999	0.000922322	0.0109928	0.0163693	0.000922322
0.708984	0.0113066	0.0166108	0.0188138	0.0146477	0.014424	0.0173923	0.0160332	0.015353	0.0182081	0.0149002	0.017108	0.0144255	0.0118308	0.00785863	0.0136204	0.0111279	0.0069308	0.00242782	-0.00154966	0.0173923	0.00108451	0.0111279	0.0149002	0.00108451
0.710938	0.0102681	0.0144701	0.0165923	0.0128601	0.0123752	0.014936	0.0136843	0.0130416	0.0153161	0.0128455	0.0151393	0.0135076	0.0109321	0.00727403	0.0128646	0.0107526	0.00678197	0.00212562	-0.00217223	0.014936	0.00123692	0.0107526	0.0128455	0.00123692
0.712891	0.00887787	0.0118606	0.0138195	0.0107111	0.00995636	0.0120647	0.01094	0.0103621	0.0119898	0.0104017	0.0126141	0.012037	0.00953794	0.0063203	0.0114815	0.00986576	0.00633982	0.0017904	-0.00245476	0.0120647	0.00131577	0.00986576	0.0104017	0.00131577
0.714844	0.00721407	0.00894578	0.0106919	0.00836575	0.00736308	0.00901473	0.0080384	0.00755882	0.0085125	0.00777864	0.00974619	0.0101411	0.00774825	0.00505561	0.00955486	0.00851637	0.00561553	0.00143683	-0.00247598	0.00901473	0.00127465	0.00851637	0.00777864	0.00127465
0.716797	0.00536656	0.00589405	0.00740802	0.00597405	0.00477409	0.00599587	0.00519145	0.00484645	0.00513554	0.00516987	0.00675213	0.00796556	0.0056932	0.00356597	0.00722051	0.00679955	0.0046517	0.00108624	-0.00233001	0.00599587	0.00109392	0.00679955	0.00516987	0.00109392
0.71875	0.00343013	0.00286447	0.00414771	0.00365436	0.00233114	0.00316536	0.00255871	0.00238359	0.0020467	0.00273156	0.003824	0.00565863	0.00352013	0.00195605	0.00465155	0.00484544	0.00351781	0.000763535	-0.00210083	0.00316536	0.000786543	0.00484544	0.00273156	0.000786543
0.720703	0.00150037	-4.17233e-06	0.00105923	0.00148439	0.000126123	0.00061512	0.000232458	0.000255704	-0.000647306	0.000565529	0.0011102	0.0033555	0.0013752	0.000337601	0.00203681	0.00280461	0.00230271	0.000495553	-0.00183994	0.00061512	0.000397146	0.00280461	0.000565529	0.000397146
0.722656	-0.000331402	-0.00259949	-0.00174874	-0.000497937	-0.00180137	-0.00162792	-0.00176477	-0.00152481	-0.00292444	-0.00128722	-0.00129676	0.00116706	-0.000609398	-0.0011816	-0.000438213	0.000831604	0.00110483	0.000305057	-0.00154912	-0.00162792	-2.80142e-06	0.000831604	-0.00128722	-2.80142e-06
0.724609	-0.00198174	-0.00483705	-0.00420582	-0.00228941	-0.00345719	-0.00359178	-0.00346804	-0.00300789	-0.00483346	-0.00283742	-0.00335836	-0.00082612	-0.0023278	-0.00250846	-0.0026083	-0.000931352	2.05934e-05	0.000210166	-0.00117278	-0.00359178	-0.000326335	-0.000931352	-0.00283742	-0.000326335
0.726562	-0.00337744	-0.00665735	-0.00627309	-0.00390387	-0.00487697	-0.00533652	-0.00494957	-0.00428104	-0.00646818	-0.00413322	-0.00508118	-0.00257301	-0.00370622	-0.00357103	-0.00434709	-0.00236821	-0.000865906	0.000220537	-0.000603139	-0.00533652	-0.000483572	-0.00236821	-0.00413322	-0.000483572
0.728516	-0.00445604	-0.0080197	-0.00793153	-0.00535786	-0.00610471	-0.0069263	-0.00628829	-0.00543845	-0.00793231	-0.00523734	-0.00649774	-0.00404668	-0.00470412	-0.00432384	-0.00557256	-0.00339913	-0.00149226	0.000335693	0.000302911	-0.0069263	-0.000396848	-0.00339913	-0.00523734	-0.000396848
0.730469	-0.0051682	-0.00889488	-0.00916702	-0.00664997	-0.00717187	-0.00840008	-0.00753927	-0.00654888	-0.0093025	-0.00620055	-0.0076443	-0.00523567	-0.00531173	-0.00474751	-0.00625014	-0.00398427	-0.00182274	0.000545502	0.00169837	-0.00840008	-1.39475e-05	-0.00398427	-0.00620055	-1.39475e-05
0.732422	-0.00547719	-0.00925803	-0.00995862	-0.00774968	-0.00807714	-0.0097481	-0.00870812	-0.00762606	-0.0105962	-0.00704026	-0.00853825	-0.00612879	-0.00553942	-0.00484598	-0.00638962	-0.00412369	-0.00185126	0.000831008	0.00371355	-0.0097481	0.000682533	-0.00412369	-0.00704026	0.000682533
0.734375	-0.00535941	-0.00908381	-0.0102691	-0.00858665	-0.00877535	-0.0108972	-0.0097338	-0.00861347	-0.0117513	-0.00772333	-0.0091604	-0.00671244	-0.00541139	-0.0046407	-0.00603366	-0.00385079	-0.00159889	0.00116742	0.0064227	-0.0108972	0.00166947	-0.00385079	-0.00772333	0.00166947
0.736328	-0.00480556	-0.00834514	-0.0100424	-0.00905395	-0.00917435	-0.0117092	-0.0104866	-0.00937951	-0.012621	-0.00816321	-0.00944805	-0.00695539	-0.0049535	-0.00416416	-0.00524688	-0.003223	-0.00110865	0.00152707	0.00981659	-0.0117092	0.00288522	-0.003223	-0.00816321	0.00288522
0.738281	-0.00382054	-0.00701571	-0.00920755	-0.00901818	-0.00914359	-0.0119952	-0.0107795	-0.00972939	-0.0129868	-0.00822401	-0.00929475	-0.00681376	-0.00418699	-0.00345194	-0.0041008	-0.00230998	-0.000437438	0.00188339	0.0137838	-0.0119952	0.00423557	-0.00230998	-0.00822401	0.00423557
0.740234	-0.00242472	-0.00507662	-0.00769085	-0.00833702	-0.00853324	-0.0115407	-0.0103954	-0.00943434	-0.0125891	-0.00774288	-0.00856602	-0.00623059	-0.00312245	-0.00253725	-0.00266099	-0.00118217	0.000352859	0.00221312	0.0181068	-0.0115407	0.00560462	-0.00118217	-0.00774288	0.00560462
0.742188	-0.000654101	-0.00252536	-0.00543183	-0.00688601	-0.00719976	-0.0101421	-0.00912178	-0.00826871	-0.0111704	-0.00655484	-0.00712049	-0.00514889	-0.00176191	-0.00144684	-0.000980377	9.92715e-05	0.00120485	0.00250173	0.0224735	-0.0101421	0.00686991	9.92715e-05	-0.00655484	0.00686991
0.744141	0.00143838	0.00061357	-0.00240213	-0.00458193	-0.005036	-0.00764751	-0.00679457	-0.00605321	-0.00852418	-0.00452876	-0.00484121	-0.00352168	-0.000101566	-0.000200033	0.000905275	0.00148818	0.00207287	0.00274301	0.0265032	-0.00764751	0.00791621	0.00148818	-0.00452876	0.00791621
0.746094	0.00378358	0.00427893	0.00137496	-0.00140905	-0.00199902	-0.00399303	-0.00333583	-0.00269771	-0.00454319	-0.00159907	-0.00166452	-0.00133133	0.00185966	0.00118887	0.00297546	0.00295568	0.0029276	0.0029397	0.0297866	-0.00399303	0.00864971	0.00295568	-0.00159907	0.00864971
0.748047	0.00629687	0.00836597	0.00581086	0.00256407	0.00186586	0.000766873	0.00121391	0.00176716	0.000741005	0.00220919	0.00239098	0.00139737	0.00410903	0.00270581	0.00521922	0.00448728	0.003757	0.00310242	0.0319322	0.000766873	0.00900745	0.00448728	0.00220919	0.00900745
0.75	0.00888109	0.0127238	0.0107437	0.007177	0.00641418	0.00644505	0.0066793	0.00717068	0.00713682	0.00675893	0.00720787	0.00458765	0.00661087	0.00433087	0.00762081	0.00607616	0.00456393	0.00324857	0.0326144	0.00644505	0.00896293	0.00607616	0.00675893	0.00896293
0.751953	0.0114269	0.0171582	0.0159408	0.0121807	0.0114038	0.0127244	0.0127518	0.0132045	0.014292	0.0118082	0.0125624	0.00810218	0.00929511	0.00603145	0.0101507	0.00771335	0.00536013	0.00339603	0.0316182	0.0127244	0.00852686	0.00771335	0.0118082	0.00852686
0.753906	0.0138206	0.0214407	0.0211098	0.0172546	0.0165087	0.0191789	0.0190089	0.0194416	0.0217144	0.0170143	0.0181334	0.0117459	0.0120543	0.00775564	0.0127501	0.00937796	0.00615829	0.00356221	0.0288703	0.0191789	0.00774157	0.00937796	0.0170143	0.00774157
0.755859	0.0159451	0.0253225	0.0259192	0.0220337	0.0213485	0.0253113	0.0249538	0.0253767	0.0288177	0.0219722	0.0235256	0.0152793	0.0147429	0.00943023	0.0153248	0.0110279	0.00696379	0.00375819	0.0244569	0.0253113	0.00667399	0.0110279	0.0219722	0.00667399
0.757812	0.017688	0.0285529	0.0300269	0.0261425	0.0255237	0.0306036	0.0300651	0.0304784	0.0349787	0.0262477	0.0283054	0.0184336	0.0171838	0.0109594	0.0177407	0.0125942	0.00776687	0.00398767	0.0186213	0.0306036	0.00540513	0.0125942	0.0262477	0.00540513
0.759766	0.0189468	0.0308996	0.033111	0.0292332	0.0286602	0.0345727	0.0338552	0.0342486	0.0396074	0.0294304	0.0320432	0.0209353	0.0191799	0.0122296	0.0198293	0.0139802	0.00853753	0.0042429	0.0117451	0.0345727	0.00401974	0.0139802	0.0294304	0.00401974
0.761719	0.019634	0.0321691	0.0349024	0.0310229	0.0304492	0.0368245	0.0359263	0.0362804	0.0422138	0.0311751	0.0343598	0.0225358	0.0205337	0.0131184	0.0213985	0.0150666	0.00922441	0.00450766	0.00431162	0.0368245	0.00259769	0.0150666	0.0311751	0.00259769
0.763672	0.0196834	0.0322247	0.0352119	0.0313236	0.0306841	0.0371002	0.036018	0.0363071	0.0424684	0.0312493	0.0349708	0.0230353	0.0210661	0.0135061	0.0222521	0.0157219	0.00975794	0.00475562	-0.00314146	0.0371002	0.00120825	0.0157219	0.0312493	0.00120825
0.765625	0.0190556	0.0310002	0.0339511	0.0300617	0.0292842	0.035306	0.034039	0.034234	0.0402406	0.0295572	0.0337189	0.0223086	0.0206395	0.0132904	0.022212	0.0158184	0.0100576	0.00495601	-0.0100737	0.035306	-9.20892e-05	0.0158184	0.0295572	-9.20892e-05
0.767578	0.0177411	0.0285079	0.0311421	0.0272875	0.0263038	0.0315257	0.0300807	0.0301541	0.0356202	0.0261567	0.030598	0.020323	0.0191779	0.0124019	0.0211461	0.0152501	0.0100434	0.00507712	-0.0159953	0.0315257	-0.00125933	0.0152501	0.0261567	-0.00125933
0.769531	0.015763	0.0248396	0.0269184	0.0231684	0.0219301	0.0260112	0.0244066	0.0243361	0.0289069	0.0212562	0.025756	0.0171473	0.0166824	0.0108172	0.0189898	0.0139525	0.00964838	0.00509119	-0.0205094	0.0260112	-0.00225759	0.0139525	0.0212562	-0.00225759
0.771484	0.0131801	0.020162	0.0215127	0.0179718	0.0164607	0.0191552	0.0174261	0.0171969	0.020582	0.015192	0.0194856	0.012949	0.0132391	0.00856966	0.0157681	0.0119183	0.00883272	0.00497913	-0.0233456	0.0191552	-0.00305492	0.0119183	0.015192	-0.00305492
0.773438	0.0100851	0.014705	0.0152379	0.0120374	0.0102749	0.0114495	0.00964892	0.00925577	0.0112554	0.0083952	0.0121971	0.00798631	0.00902092	0.00575423	0.011605	0.00920969	0.00759444	0.00473416	-0.0243753	0.0114495	-0.00361919	0.00920969	0.0083952	-0.00361919
0.775391	0.00660288	0.00874667	0.00845915	0.00574529	0.00379276	0.00343335	0.00163221	0.00107908	0.00160372	0.00134897	0.00438154	0.0025847	0.00427723	0.00252563	0.00672531	0.00596181	0.00597715	0.00436544	-0.023612	0.00343335	-0.00391614	0.00596181	0.00134897	-0.00391614
0.777344	0.00288689	0.00259461	0.00156528	-0.000519395	-0.00256193	-0.00435901	-0.00607562	-0.00677538	-0.00769806	-0.00545955	-0.00343382	-0.0028863	-0.000681758	-0.000909507	0.00144148	0.00237826	0.00407133	0.00389659	-0.0211958	-0.00435901	-0.00390893	0.00237826	-0.00545955	-0.00390893
0.779297	-0.000886083	-0.00343315	-0.00506055	-0.00639677	-0.00840211	-0.0114466	-0.0129853	-0.0138112	-0.0160395	-0.0115838	-0.0107322	-0.0080471	-0.00551224	-0.0043087	-0.00386906	-0.00128272	0.00201032	0.00336552	-0.0173668	-0.0114466	-0.00356287	-0.00128272	-0.0115838	-0.00356287
0.78125	-0.00452578	-0.00902694	-0.0110664	-0.0115786	-0.0134045	-0.0174389	-0.018705	-0.0196316	-0.0229249	-0.016655	-0.01705	-0.0125387	-0.00986302	-0.00741357	-0.00879598	-0.00473073	-4.12166e-05	0.00282037	-0.0124305	-0.0174389	-0.00285184	-0.00473073	-0.016655	-0.00285184
0.783203	-0.0078361	-0.013902	-0.0161521	-0.0158224	-0.0173306	-0.0220584	-0.0229657	-0.0239649	-0.0280066	-0.0204074	-0.0220107	-0.0160511	-0.0134103	-0.00997448	-0.0129354	-0.00767091	-0.00190341	0.00231385	-0.00672209	-0.0220584	-0.0017662	-0.00767091	-0.0204074	-0.0017662
0.785156	-0.010627	-0.0178123	-0.0200809	-0.0189605	-0.020033	-0.0251468	-0.0256275	-0.0266699	-0.0310984	-0.0226882	-0.0253494	-0.0183494	-0.0158849	-0.0117747	-0.0159309	-0.00983503	-0.00340065	0.0018965	-0.000574052	-0.0251468	-0.000322521	-0.00983503	-0.0226882	-0.000322521
0.787109	-0.0127245	-0.0205608	-0.0226864	-0.0208975	-0.0214521	-0.0266583	-0.0266702	-0.027727	-0.0321687	-0.023458	-0.0269228	-0.0192873	-0.0170982	-0.0126534	-0.017514	-0.0110111	-0.00438279	0.00161219	0.00571072	-0.0266583	0.00143093	-0.0110111	-0.023458	0.00143093
0.789062	-0.013984	-0.0220066	-0.0238717	-0.0216002	-0.0216033	-0.0266393	-0.0261726	-0.0272161	-0.0313172	-0.0227749	-0.0267096	-0.0188205	-0.0169592	-0.0125231	-0.0175307	-0.0110688	-0.0047434	0.00149024	0.0118737	-0.0266393	0.00341117	-0.0110688	-0.0227749	0.00341117
0.791016	-0.0142988	-0.0220688	-0.0236053	-0.0210878	-0.0205585	-0.0252028	-0.024284	-0.0252872	-0.0287417	-0.0207758	-0.0247976	-0.017	-0.0154827	-0.0113806	-0.0159636	-0.0099763	-0.00443456	0.00154281	0.0177073	-0.0252028	0.00550175	-0.0099763	-0.0207758	0.00550175
0.792969	-0.0136101	-0.0207275	-0.0219122	-0.0194162	-0.0184276	-0.0224998	-0.0211917	-0.0221291	-0.0247009	-0.0176475	-0.0213654	-0.013968	-0.0127866	-0.00930792	-0.0129328	-0.00780594	-0.00347415	0.00176275	0.0230509	-0.0224998	0.00756007	-0.00780594	-0.0176475	0.00756007
0.794922	-0.0119127	-0.0180242	-0.0188684	-0.0166688	-0.0153395	-0.0186968	-0.0170952	-0.017942	-0.0194775	-0.0136054	-0.0166584	-0.00993919	-0.00907886	-0.00646591	-0.00868869	-0.00472921	-0.0019455	0.00212395	0.0277807	-0.0186968	0.00943089	-0.00472921	-0.0136054	0.00943089
0.796875	-0.00925756	-0.0140584	-0.0145928	-0.0129478	-0.011431	-0.0139602	-0.0121866	-0.0129193	-0.0133508	-0.00886846	-0.0109648	-0.00518203	-0.00463617	-0.00307751	-0.00358152	-0.000998944	1.09673e-05	0.00258446	0.0317964	-0.0139602	0.0109613	-0.000998944	-0.00886846	0.0109613
0.798828	-0.00575089	-0.00898486	-0.00924325	-0.0083729	-0.00683951	-0.00844777	-0.00664198	-0.00723815	-0.00658023	-0.00365019	-0.00459325	5.48363e-06	0.000223756	0.000594616	0.00197291	0.00307757	0.00221413	0.00309241	0.0350077	-0.00844777	0.0120186	0.00307757	-0.00365019	0.0120186
0.800781	-0.00154889	-0.00300799	-0.00301313	-0.00308287	-0.00170493	-0.0023129	-0.000620484	-0.00106227	0.00060153	0.00185299	0.00214624	0.00531769	0.00517154	0.00427502	0.00753689	0.00717163	0.00446299	0.0035919	0.0373256	-0.0023129	0.0125074	0.00717163	0.00185299	0.0125074
0.802734	0.00314891	0.00362457	0.00386935	0.00275958	0.00382531	0.00428534	0.00572264	0.00545001	0.00798213	0.00745869	0.00895584	0.0104649	0.00989759	0.00770342	0.0126998	0.0109687	0.00656042	0.00403035	0.0386593	0.00428534	0.0123826	0.0109687	0.00745869	0.0123826
0.804688	0.00811327	0.0106307	0.0111436	0.00896132	0.00958788	0.0111697	0.0122253	0.0121286	0.0153575	0.0129941	0.0155591	0.0151892	0.0141374	0.0106593	0.0171168	0.0142015	0.00833631	0.0043658	0.0389194	0.0111697	0.011656	0.0142015	0.0129941	0.011656
0.806641	0.0130976	0.0177038	0.0185192	0.0152957	0.0153948	0.0181301	0.0187021	0.0187794	0.0225183	0.0182884	0.0217059	0.0192783	0.0176919	0.0129823	0.0205412	0.0166765	0.00966683	0.00457132	0.0380301	0.0181301	0.010397	0.0166765	0.0182884	0.010397
0.808594	0.0178537	0.0245262	0.0256833	0.0215043	0.0210309	0.0249164	0.0249352	0.0251741	0.0292368	0.02317	0.0271757	0.0225744	0.0204368	0.0145841	0.0228446	0.0182905	0.0104868	0.00463903	0.0359424	0.0249164	0.00872433	0.0182905	0.02317	0.00872433
0.810547	0.0221455	0.0307828	0.0323103	0.0273014	0.0262526	0.0312397	0.0306715	0.0310495	0.0352625	0.0274589	0.0317776	0.0249751	0.0223255	0.0154505	0.0240192	0.0190348	0.0107945	0.00457978	0.0326527	0.0312397	0.00679284	0.0190348	0.0274589	0.00679284
0.8125	0.0257628	0.0361765	0.0380771	0.0323901	0.0308012	0.0367824	0.0356319	0.0361155	0.0403264	0.0309746	0.0353534	0.0264323	0.02338	0.0156348	0.0241661	0.0189877	0.0106469	0.00442219	0.0282174	0.0367824	0.00477374	0.0189877	0.0309746	0.00477374
0.814453	0.028533	0.0404446	0.0426812	0.0364791	0.0344156	0.0412186	0.0395271	0.0400755	0.0441552	0.0335419	0.0377795	0.0269475	0.0236775	0.0152441	0.0234678	0.0182953	0.0101478	0.00420666	0.0227641	0.0412186	0.00283343	0.0182953	0.0335419	0.00283343
0.816406	0.0303284	0.0433726	0.045861	0.0393081	0.0368557	0.0442441	0.0420862	0.0426538	0.0464951	0.0350039	0.0389695	0.026561	0.0233278	0.0144171	0.0221558	0.0171445	0.00942886	0.00398016	0.0164955	0.0442441	0.00111401	0.0171445	0.0350039	0.00111401
0.818359	0.0310708	0.0448079	0.0474165	0.0406704	0.0379273	0.0456071	0.0430864	0.0436258	0.0471395	0.0352437	0.0388796	0.0253437	0.0224545	0.0133018	0.0204692	0.0157324	0.00862849	0.00378883	0.00968289	0.0456071	-0.000283003	0.0157324	0.0352437	-0.000283003
0.820312	0.0307344	0.044668	0.0472265	0.0404369	0.0375035	0.0451418	0.0423814	0.0428491	0.0459591	0.0341952	0.0375124	0.023386	0.0211717	0.0120336	0.0186198	0.0142358	0.00786972	0.00367117	0.00265414	0.0451418	-0.00130528	0.0142358	0.0341952	-0.00130528
0.822266	0.0293416	0.0429466	0.0452616	0.0385705	0.0355462	0.0427908	0.0399282	0.0402875	0.0429251	0.0318611	0.0349182	0.0207903	0.0195699	0.0107154	0.016762	0.0127867	0.00724196	0.00365186	-0.00422931	0.0427908	-0.00195235	0.0127867	0.0318611	-0.00195235
0.824219	0.0269599	0.0397137	0.0415899	0.0351357	0.0321143	0.0386233	0.0357997	0.0360241	0.0381253	0.028316	0.0311962	0.0176628	0.017706	0.00940716	0.0149736	0.0114563	0.00678903	0.00373876	-0.0105975	0.0386233	-0.00226754	0.0114563	0.028316	-0.00226754
0.826172	0.0236967	0.0351113	0.0363755	0.0302967	0.027366	0.0328336	0.0301881	0.0302626	0.0317669	0.0237148	0.0264925	0.0141115	0.0156022	0.00812179	0.0132542	0.0102498	0.00650492	0.00392187	-0.0161008	0.0328336	-0.00232589	0.0102498	0.0237148	-0.00232589
0.828125	0.0196908	0.0293448	0.0298678	0.0243057	0.0215483	0.0257295	0.0233899	0.0233115	0.0241642	0.0182753	0.020993	0.0102391	0.013253	0.00683123	0.0115352	0.00911403	0.00633785	0.00417447	-0.0204367	0.0257295	-0.00221568	0.00911403	0.0182753	-0.00221568
0.830078	0.0151061	0.0226711	0.0223849	0.0174837	0.0149767	0.0177073	0.0157851	0.0155605	0.0157169	0.012269	0.0149159	0.0061512	0.0106374	0.00547814	0.00970483	0.00795442	0.00620279	0.00445843	-0.0233718	0.0177073	-0.00201905	0.00795442	0.012269	-0.00201905
0.832031	0.010125	0.015384	0.0142908	0.0101933	0.00800991	0.00921464	0.00779903	0.00744212	0.00687623	0.00599909	0.0085007	0.00195336	0.00773728	0.00399601	0.0076406	0.00666058	0.00599915	0.00472951	-0.0247572	0.00921464	-0.00179553	0.00666058	0.00599909	-0.00179553
0.833984	0.00494194	0.00779931	0.00597191	0.00281	0.00101709	0.000712514	-0.000133514	-0.000604391	-0.00189507	-0.000227451	0.00199723	-0.00224376	0.00455582	0.00232822	0.00524306	0.0051342	0.00563151	0.00494444	-0.0245364	0.000712514	-0.00156903	0.0051342	-0.000227451	-0.00156903
0.835938	-0.000241876	0.00023967	-0.00218886	-0.00430584	-0.00564909	-0.00736499	-0.00760603	-0.0081737	-0.010159	-0.00611877	-0.00434637	-0.00632119	0.00113451	0.000448883	0.00246978	0.00331646	0.00502989	0.00506687	-0.0227438	-0.00736499	-0.00132352	0.00331646	-0.00611877	-0.00132352
0.837891	-0.00522423	-0.00697924	-0.00983304	-0.0108324	-0.0116812	-0.0146418	-0.0142728	-0.0149232	-0.0175359	-0.0114183	-0.0102913	-0.0101466	-0.00243568	-0.00162214	-0.000640869	0.00120887	0.00416589	0.00507617	-0.0194973	-0.0146418	-0.00100636	0.00120887	-0.0114183	-0.00100636
0.839844	-0.00980449	-0.0135604	-0.0166437	-0.0165051	-0.0168333	-0.020825	-0.0198697	-0.0205935	-0.0237261	-0.0159218	-0.0156167	-0.0135779	-0.00600994	-0.0038119	-0.00395942	-0.00111544	0.00306234	0.0049665	-0.014985	-0.020825	-0.000539482	-0.00111544	-0.0159218	-0.000539482
0.841797	-0.0137923	-0.019235	-0.0223567	-0.0211226	-0.0209298	-0.0257133	-0.024222	-0.0250163	-0.0285227	-0.0194805	-0.0201243	-0.016463	-0.00939524	-0.00599509	-0.00726843	-0.00351238	0.00179467	0.00475109	-0.00944835	-0.0257133	0.00016284	-0.00351238	-0.0194805	0.00016284
0.84375	-0.0170109	-0.0237704	-0.0267655	-0.02455	-0.0238663	-0.0291945	-0.0272415	-0.0281066	-0.0318077	-0.0219984	-0.0236416	-0.0186477	-0.0123637	-0.00800431	-0.0102844	-0.00577977	0.000483036	0.00445962	-0.00316513	-0.0291945	0.00117373	-0.00577977	-0.0219984	0.00117373
0.845703	-0.0193063	-0.0269758	-0.029722	-0.0267103	-0.0255988	-0.031233	-0.0289115	-0.0298499	-0.0335414	-0.0234294	-0.0260236	-0.0199833	-0.0146745	-0.0096485	-0.0126905	-0.00768131	-0.000723094	0.00413299	0.0035668	-0.031233	0.00253361	-0.00768131	-0.0234294	0.00253361
0.847656	-0.0205535	-0.0287077	-0.0311326	-0.0275751	-0.0261315	-0.0318478	-0.0292665	-0.030278	-0.0337427	-0.0237627	-0.0271556	-0.0203421	-0.0161004	-0.0107371	-0.0141771	-0.00897798	-0.00166571	0.00381827	0.0104427	-0.0318478	0.00423366	-0.00897798	-0.0237627	0.00423366
0.849609	-0.020665	-0.0288743	-0.0309533	-0.0271521	-0.0254998	-0.0310923	-0.0283684	-0.0294461	-0.0324678	-0.0230129	-0.026955	-0.0196247	-0.0164564	-0.0111063	-0.0144887	-0.00946182	-0.00220183	0.00356126	0.017164	-0.0310923	0.00620693	-0.00946182	-0.0230129	0.00620693
0.851562	-0.0196003	-0.02744	-0.0291859	-0.0254745	-0.0237573	-0.0290337	-0.0262876	-0.0274154	-0.029793	-0.0212102	-0.025378	-0.0177805	-0.0156236	-0.0106434	-0.0134606	-0.00898844	-0.00222552	0.00339925	0.0234447	-0.0290337	0.00832939	-0.00898844	-0.0212102	0.00832939
0.853516	-0.0173701	-0.0244296	-0.0258759	-0.0225953	-0.0209651	-0.0257396	-0.02309	-0.0242391	-0.0258017	-0.0183961	-0.022424	-0.0148163	-0.0135721	-0.00930685	-0.0110528	-0.00750169	-0.0016855	0.0033555	0.0290207	-0.0257396	0.010429	-0.00750169	-0.0183961	0.010429
0.855469	-0.0140426	-0.0199324	-0.0211125	-0.018585	-0.01719	-0.0212765	-0.0188357	-0.0199651	-0.0205837	-0.0146258	-0.018146	-0.0108054	-0.0103695	-0.0071364	-0.00735974	-0.00504732	-0.000595063	0.00343621	0.0336551	-0.0212765	0.0123051	-0.00504732	-0.0146258	0.0123051
0.857422	-0.00974452	-0.0141039	-0.0150329	-0.013538	-0.0125091	-0.0157169	-0.0135857	-0.0146437	-0.0142416	-0.00997114	-0.0126566	-0.00589108	-0.00618172	-0.004255	-0.0026114	-0.00177357	0.000966936	0.00362825	0.0371466	-0.0157169	0.0137541	-0.00177357	-0.00997114	0.0137541
0.859375	-0.00465739	-0.00716601	-0.00782663	-0.00758016	-0.00701928	-0.00915349	-0.00741947	-0.00834835	-0.00690639	-0.00453615	-0.00613475	-0.000285149	-0.00126183	-0.000857592	0.00284934	0.00208265	0.00286469	0.00390232	0.0393372	-0.00915349	0.0145962	0.00208265	-0.00453615	0.0145962
