t	A01:w01	A02:w02	A03:w03	A04:w04	A05:w05	A06:w06	A07:w07	A08:w08	A09:w09	A10:w10	A11:w11	A12:w12	A13:w13	A14:w14	A15:w15	A16:w16	A17:w17	A18:w18	A19:s111	A20:s112	A21:s211	A22:s212	A23:a11	A24:a21
2.62109	0.00575578	-0.0135604	-0.0165454	-0.00956857	0.0772771	1.34831	0.848232	0.292029	1.36765	0.781403	0.03088	-0.0379593	-0.0547085	-0.0379919	-0.0790994	-0.0819618	-0.0771223	-0.0824852	-0.0152271	1.34831	-0.0126613	-0.0819618	0.781403	-0.0126613
2.62305	0.00537956	-0.0133896	-0.0159693	-0.00926423	0.0773419	1.31938	0.825224	0.292062	1.32199	0.756664	0.0337147	-0.0366683	-0.0548084	-0.0387864	-0.0808878	-0.0832688	-0.0781536	-0.0828658	0.0801665	1.31938	-0.012499	-0.0832688	0.756664	-0.012499
2.625	0.00516403	-0.0128648	-0.0150372	-0.00880539	0.0772529	1.2788	0.796762	0.291303	1.2667	0.725586	0.036454	-0.0350695	-0.0544076	-0.0391762	-0.0820465	-0.0842244	-0.0789789	-0.083084	0.182456	1.2788	-0.0134493	-0.0842244	0.725586	-0.0134493
2.62695	0.005198	-0.0120205	-0.0139397	-0.00851655	0.0764749	1.22762	0.763302	0.288511	1.2028	0.68844	0.0379752	-0.0335956	-0.0536113	-0.0390892	-0.0823536	-0.084625	-0.0794286	-0.0830941	0.291218	1.22762	-0.0152473	-0.084625	0.68844	-0.0152473
2.62891	0.00549841	-0.0109926	-0.0129576	-0.0087595	0.0744971	1.16734	0.725517	0.28261	1.1315	0.645717	0.0372374	-0.0327203	-0.0526423	-0.0385698	-0.0817897	-0.0844052	-0.0794249	-0.0828862	0.405454	1.16734	-0.0175161	-0.0844052	0.645717	-0.0175161
2.63086	0.00600314	-0.0100004	-0.0124165	-0.00987172	0.0709181	1.09988	0.684305	0.27287	1.05435	0.598172	0.033445	-0.032882	-0.051805	-0.0377722	-0.0805433	-0.0836492	-0.0789949	-0.0824915	0.523583	1.09988	-0.0198305	-0.0836492	0.598172	-0.0198305
2.63281	0.00657904	-0.00930929	-0.0126315	-0.0121052	0.0655162	1.02748	0.640772	0.259038	0.973168	0.546857	0.0261761	-0.0344112	-0.0514309	-0.036931	-0.0789721	-0.0825745	-0.0782655	-0.0819761	0.643477	1.02748	-0.0217842	-0.0825745	0.546857	-0.0217842
2.63477	0.00704575	-0.00918423	-0.0138479	-0.0155777	0.0582939	0.952521	0.596179	0.241392	0.890061	0.493093	0.0154592	-0.0374675	-0.0518172	-0.0363174	-0.0775356	-0.0814892	-0.0774386	-0.0814306	0.76257	0.952521	-0.0230544	-0.0814892	0.493093	-0.0230544
2.63672	0.00720704	-0.00983886	-0.0161918	-0.0202414	0.049481	0.8774	0.551847	0.220713	0.807276	0.438417	0.00177801	-0.0420022	-0.053169	-0.0361866	-0.0767019	-0.0807329	-0.0767532	-0.0809563	0.878021	0.8774	-0.0234476	-0.0807329	0.438417	-0.0234476
2.63867	0.00688863	-0.0113921	-0.0196387	-0.0258824	0.0395055	0.804302	0.509046	0.19817	0.727081	0.384473	-0.0139859	-0.0477548	-0.0555515	-0.036728	-0.0768635	-0.0806108	-0.0764398	-0.0806482	0.986914	0.804302	-0.022925	-0.0806108	0.384473	-0.022925
2.64062	0.00597239	-0.0138381	-0.024006	-0.0321449	0.0289283	0.735057	0.468868	0.175152	0.651577	0.332883	-0.0306754	-0.0542791	-0.0588694	-0.038026	-0.078253	-0.0813325	-0.0766763	-0.0805777	1.08647	0.735057	-0.0216013	-0.0813325	0.332883	-0.0216013
2.64258	0.00442266	-0.0170371	-0.0289704	-0.0385797	0.018355	0.670981	0.432109	0.153059	0.582506	0.285097	-0.0470165	-0.0610001	-0.0628684	-0.0400376	-0.0808949	-0.0829681	-0.0775518	-0.0807822	1.17429	0.670981	-0.0197172	-0.0829681	0.285097	-0.0197172
2.64453	0.00229812	-0.0207278	-0.034111	-0.0447102	0.00834143	0.612796	0.39918	0.133094	0.521091	0.242251	-0.0617976	-0.0672927	-0.0671656	-0.0425939	-0.0845897	-0.0854274	-0.0790476	-0.0812573	1.2485	0.612796	-0.0175941	-0.0854274	0.242251	-0.0175941
2.64648	-0.000249147	-0.0245603	-0.0389681	-0.0501032	-0.000695586	0.560592	0.370061	0.116088	0.467898	0.205056	-0.0740353	-0.0725684	-0.0713041	-0.0454215	-0.0889363	-0.0884679	-0.0810344	-0.0819576	1.30796	0.560592	-0.0155756	-0.0884679	0.205056	-0.0155756
2.64844	-0.00299323	-0.028145	-0.0431089	-0.0544343	-0.00854194	0.513875	0.344305	0.102379	0.422797	0.173721	-0.0831062	-0.076359	-0.0748162	-0.0481837	-0.0933979	-0.0917293	-0.0832906	-0.0828025	1.35228	0.513875	-0.0139685	-0.0917293	0.173721	-0.0139685
2.65039	-0.00566471	-0.0311089	-0.0461925	-0.0575359	-0.0152212	0.471665	0.321105	0.0917778	0.384974	0.147942	-0.0888243	-0.0783823	-0.0772967	-0.0505329	-0.0973792	-0.0947889	-0.085536	-0.0836909	1.38191	0.471665	-0.0129919	-0.0947889	0.147942	-0.0129919
2.65234	-0.00798917	-0.0331503	-0.0480186	-0.0594214	-0.0209852	0.432662	0.299401	0.0836091	0.35305	0.126945	-0.0914543	-0.0785811	-0.0784647	-0.0521654	-0.10033	-0.0972293	-0.087476	-0.0845149	1.39805	0.432662	-0.0127426	-0.0972293	0.126945	-0.0127426
2.6543	-0.00972772	-0.0340838	-0.0485557	-0.0602797	-0.0262711	0.395434	0.278032	0.0768269	0.325249	0.109592	-0.091657	-0.077132	-0.0782075	-0.0528717	-0.101829	-0.098706	-0.0888491	-0.0851778	1.40258	0.395434	-0.0131838	-0.098706	0.109592	-0.0131838
2.65625	-0.0107121	-0.0338673	-0.047943	-0.0604421	-0.031625	0.358615	0.255895	0.0701892	0.299634	0.0945225	-0.090382	-0.0744126	-0.0765991	-0.0525694	-0.10166	-0.0990039	-0.0894696	-0.0856091	1.39788	0.358615	-0.0141551	-0.0990039	0.0945225	-0.0141551
2.6582	-0.0108702	-0.0326069	-0.0464656	-0.0603262	-0.0376095	0.321091	0.2321	0.0624564	0.274341	0.0803294	-0.0887206	-0.0709496	-0.0738916	-0.0513179	-0.0998464	-0.0980738	-0.0892579	-0.0857747	1.38668	0.321091	-0.0154067	-0.0980738	0.0803294	-0.0154067
2.66016	-0.0102344	-0.0305398	-0.0445071	-0.0603684	-0.0447053	0.282133	0.206092	0.0525836	0.247807	0.0657263	-0.0877442	-0.0673413	-0.0704787	-0.0493101	-0.0966501	-0.0960418	-0.0882541	-0.0856812	1.37185	0.282133	-0.0166455	-0.0960418	0.0657263	-0.0166455
2.66211	-0.00893736	-0.0279968	-0.0424882	-0.0609505	-0.0532304	0.241483	0.177724	0.0398779	0.218952	0.0497007	-0.0883541	-0.0641682	-0.0668359	-0.0468425	-0.0925314	-0.0931907	-0.0866122	-0.0853745	1.35628	0.241483	-0.01759	-0.0931907	0.0497007	-0.01759
2.66406	-0.00719178	-0.025351	-0.0408005	-0.0623409	-0.0632811	0.199357	0.147273	0.0240968	0.187282	0.0316246	-0.0911618	-0.0619175	-0.0634525	-0.0442687	-0.0880804	-0.0899166	-0.0845762	-0.0849299	1.34265	0.199357	-0.0180203	-0.0899166	0.0316246	-0.0180203
2.66602	-0.00525677	-0.0229621	-0.0397466	-0.0646508	-0.0747139	0.156393	0.115388	0.00547028	0.152911	0.0113046	-0.0964189	-0.0609157	-0.0607586	-0.0419457	-0.0839202	-0.0866671	-0.0824414	-0.0844409	1.33337	0.156393	-0.0178177	-0.0866671	0.0113046	-0.0178177
2.66797	-0.0033989	-0.0211228	-0.0394968	-0.0678208	-0.0871633	0.113528	0.0829898	-0.01535	0.116497	-0.0110269	-0.104004	-0.0612919	-0.0590644	-0.0401777	-0.0806129	-0.0838727	-0.0805086	-0.0840012	1.33046	0.113528	-0.0169857	-0.0838727	-0.0110269	-0.0169857
2.66992	-0.00185537	-0.0200186	-0.0400674	-0.0716325	-0.100097	0.0718495	0.0511298	-0.0374081	0.0791001	-0.0347733	-0.113467	-0.0629709	-0.0585196	-0.0391724	-0.0785739	-0.0818809	-0.0790376	-0.0836909	1.33552	0.0718495	-0.0156491	-0.0818809	-0.0347733	-0.0156491
2.67188	-0.000798821	-0.0197051	-0.0413262	-0.0757496	-0.112899	0.0324164	0.0208313	-0.059602	0.0419952	-0.0590949	-0.124119	-0.0656965	-0.0590951	-0.0390096	-0.0780079	-0.0809054	-0.0782078	-0.083562	1.34968	0.0324164	-0.014032	-0.0809054	-0.0590949	-0.014032
2.67383	-0.000317216	-0.0201067	-0.0430214	-0.0797753	-0.124962	-0.00389671	-0.00705981	-0.0808631	0.00645804	-0.0830479	-0.135149	-0.0690794	-0.0605955	-0.0396335	-0.0788827	-0.0809962	-0.0780921	-0.0836314	1.37361	-0.00389671	-0.0124179	-0.0809962	-0.0830479	-0.0124179
2.67578	-0.000405192	-0.0210365	-0.0448298	-0.0833199	-0.135786	-0.0365292	-0.0319951	-0.10032	-0.0264329	-0.105735	-0.145763	-0.0726655	-0.0626948	-0.0408655	-0.0809395	-0.0820375	-0.0786484	-0.0838789	1.40754	-0.0365292	-0.0111005	-0.0820375	-0.105735	-0.0111005
2.67773	-0.000971437	-0.0222336	-0.046416	-0.0860682	-0.145049	-0.0653093	-0.0537962	-0.117424	-0.055956	-0.126438	-0.155294	-0.0760093	-0.0649924	-0.0424356	-0.0837407	-0.0837715	-0.07973	-0.0842509	1.45124	-0.0653093	-0.0103313	-0.0837715	-0.126438	-0.0103313
2.67969	-0.00185966	-0.0234104	-0.0474923	-0.0878321	-0.152658	-0.0904708	-0.0726684	-0.132021	-0.0818418	-0.144721	-0.163305	-0.0787392	-0.0670781	-0.0440292	-0.0867419	-0.0858439	-0.0811114	-0.084671	1.50408	-0.0904708	-0.0102761	-0.0858439	-0.144721	-0.0102761
2.68164	-0.00287676	-0.0243039	-0.0478684	-0.0885814	-0.158754	-0.112607	-0.089157	-0.144351	-0.104294	-0.16048	-0.16963	-0.0806143	-0.0685956	-0.0453376	-0.0893843	-0.0878638	-0.0825271	-0.0850519	1.56499	-0.112607	-0.0109848	-0.0878638	-0.16048	-0.0109848
2.68359	-0.00382948	-0.02472	-0.047485	-0.0884507	-0.163691	-0.132572	-0.104053	-0.154992	-0.123932	-0.173942	-0.174385	-0.0815513	-0.0692983	-0.0461095	-0.0911827	-0.0894684	-0.0837146	-0.0853125	1.63253	-0.132572	-0.012381	-0.0894684	-0.173942	-0.012381
2.68555	-0.0045563	-0.0245654	-0.0464243	-0.087716	-0.167971	-0.151353	-0.118263	-0.164739	-0.141677	-0.185613	-0.177925	-0.0816314	-0.069083	-0.0461888	-0.0918031	-0.0903804	-0.0844578	-0.0853908	1.70487	-0.151353	-0.0142736	-0.0903804	-0.185613	-0.0142736
2.6875	-0.00495267	-0.0238615	-0.0448952	-0.0867517	-0.172162	-0.169919	-0.132671	-0.174471	-0.158594	-0.196188	-0.180775	-0.0810761	-0.0680027	-0.045539	-0.0911138	-0.0904509	-0.0846194	-0.0852541	1.77985	-0.169919	-0.0163866	-0.0904509	-0.196188	-0.0163866
2.68945	-0.00498903	-0.0227395	-0.0431998	-0.0859697	-0.176809	-0.189091	-0.148	-0.184991	-0.175717	-0.206436	-0.183531	-0.0802107	-0.0662556	-0.0442466	-0.0892005	-0.0896796	-0.0841617	-0.0849059	1.85507	-0.189091	-0.0184044	-0.0896796	-0.206436	-0.0184044
2.69141	-0.00471044	-0.0214156	-0.041683	-0.0857551	-0.182346	-0.20943	-0.164718	-0.1969	-0.19389	-0.217074	-0.186765	-0.0794051	-0.0641494	-0.0425065	-0.0863526	-0.088212	-0.0831505	-0.0843836	1.92793	-0.20943	-0.0200212	-0.088212	-0.217074	-0.0200212
2.69336	-0.00422859	-0.020154	-0.0406756	-0.0864059	-0.189034	-0.231178	-0.182971	-0.210504	-0.213654	-0.22867	-0.190935	-0.0790174	-0.0620534	-0.040589	-0.0830116	-0.0863117	-0.081742	-0.0837547	1.99577	-0.231178	-0.020991	-0.0863117	-0.22867	-0.020991
2.69531	-0.0036993	-0.0192218	-0.0404415	-0.0880879	-0.19692	-0.254244	-0.20258	-0.225776	-0.235174	-0.241556	-0.196328	-0.0793436	-0.0603414	-0.0387974	-0.0797002	-0.0843159	-0.0801561	-0.0831047	2.05602	-0.254244	-0.0211655	-0.0843159	-0.241556	-0.0211655
2.69727	-0.00329387	-0.0188437	-0.041135	-0.0908122	-0.205841	-0.278248	-0.223087	-0.242369	-0.258245	-0.255798	-0.203027	-0.0805731	-0.0593359	-0.0374218	-0.0769415	-0.0825801	-0.0786411	-0.0825239	2.10633	-0.278248	-0.0205169	-0.0825801	-0.255798	-0.0205169
2.69922	-0.00316942	-0.0191653	-0.0427765	-0.0944365	-0.215451	-0.302595	-0.243837	-0.259686	-0.282345	-0.271198	-0.210915	-0.0827696	-0.0592644	-0.036695	-0.075176	-0.0814216	-0.0774339	-0.082094	2.14476	-0.302595	-0.0191397	-0.0814216	-0.271198	-0.0191397
2.70117	-0.00344145	-0.0202287	-0.0452503	-0.0986894	-0.225281	-0.326587	-0.26409	-0.276986	-0.306741	-0.287344	-0.219707	-0.0858665	-0.0602276	-0.0367593	-0.0747018	-0.0810708	-0.0767237	-0.081875	2.16991	-0.326587	-0.0172342	-0.0810708	-0.287344	-0.0172342
2.70312	-0.00416279	-0.0219658	-0.0483227	-0.103216	-0.234815	-0.349535	-0.283135	-0.293501	-0.330617	-0.303683	-0.229009	-0.089685	-0.0621903	-0.0376482	-0.0756278	-0.0816374	-0.0766256	-0.0818973	2.18106	-0.349535	-0.0150722	-0.0816374	-0.303683	-0.0150722
2.70508	-0.0053153	-0.0242076	-0.0516775	-0.107629	-0.243564	-0.370862	-0.300398	-0.30856	-0.353206	-0.319612	-0.238378	-0.0939586	-0.06499	-0.0392831	-0.0778694	-0.0830965	-0.0771641	-0.0821568	2.17822	-0.370862	-0.0129526	-0.0830965	-0.319612	-0.0129526
2.70703	-0.0068109	-0.0267102	-0.0549626	-0.11157	-0.251143	-0.390177	-0.315513	-0.321675	-0.373904	-0.334569	-0.247386	-0.0983753	-0.0683615	-0.0414878	-0.0811586	-0.085296	-0.0782737	-0.0826192	2.16221	-0.390177	-0.0111545	-0.085296	-0.334569	-0.0111545
2.70898	-0.00850487	-0.0291899	-0.0578401	-0.114752	-0.257311	-0.407316	-0.328359	-0.332602	-0.392343	-0.348109	-0.255666	-0.102615	-0.0719762	-0.0440149	-0.0850952	-0.0879811	-0.0798112	-0.0832229	2.13461	-0.407316	-0.00989455	-0.0879811	-0.348109	-0.00989455
2.71094	-0.0102174	-0.0313636	-0.0600297	-0.116996	-0.262	-0.422341	-0.339049	-0.341349	-0.408418	-0.359957	-0.262945	-0.106381	-0.0754828	-0.0465814	-0.0892029	-0.0908346	-0.0815795	-0.0838915	2.09766	-0.422341	-0.00929701	-0.0908346	-0.359957	-0.00929701
2.71289	-0.01176	-0.0329862	-0.0613421	-0.118241	-0.265302	-0.435497	-0.347886	-0.34814	-0.422267	-0.370021	-0.269053	-0.109429	-0.0785496	-0.0489045	-0.0929968	-0.0935223	-0.0833583	-0.084546	2.05416	-0.435497	-0.00937951	-0.0935223	-0.370021	-0.00937951
2.71484	-0.0129615	-0.0338801	-0.0616942	-0.118541	-0.267438	-0.447145	-0.355286	-0.353354	-0.434206	-0.37838	-0.27391	-0.111581	-0.0808995	-0.0507376	-0.0960491	-0.0957381	-0.0849352	-0.0851147	2.00727	-0.447145	-0.0100585	-0.0957381	-0.37838	-0.0100585
2.7168	-0.0136908	-0.033953	-0.061107	-0.118032	-0.268701	-0.457683	-0.36169	-0.357429	-0.444643	-0.385241	-0.277501	-0.112727	-0.0823328	-0.051895	-0.098037	-0.0972419	-0.0861343	-0.0855453	1.96032	-0.457683	-0.0111694	-0.0972419	-0.385241	-0.0111694
2.71875	-0.0138723	-0.0332003	-0.0596876	-0.116903	-0.269403	-0.467465	-0.36748	-0.360772	-0.453977	-0.390883	-0.279849	-0.112822	-0.0827391	-0.0522681	-0.0987756	-0.0978839	-0.0868361	-0.085809	1.91658	-0.467465	-0.012502	-0.0978839	-0.390883	-0.012502
2.7207	-0.0134913	-0.0316956	-0.0575991	-0.115348	-0.269807	-0.476737	-0.372911	-0.363687	-0.462517	-0.39559	-0.280987	-0.111874	-0.0820959	-0.0518292	-0.0982232	-0.0976144	-0.0869879	-0.0859045	1.87908	-0.476737	-0.0138392	-0.0976144	-0.39559	-0.0138392
2.72266	-0.0125901	-0.0295688	-0.0550244	-0.113527	-0.270091	-0.485599	-0.378079	-0.366326	-0.470419	-0.399594	-0.280939	-0.109932	-0.0804586	-0.050623	-0.0964718	-0.0964777	-0.0866027	-0.0858539	1.85039	-0.485599	-0.0149976	-0.0964777	-0.399594	-0.0149976
2.72461	-0.0112563	-0.0269791	-0.0521331	-0.111543	-0.270315	-0.493999	-0.382915	-0.368676	-0.47767	-0.403041	-0.279717	-0.10708	-0.0779448	-0.0487532	-0.0937147	-0.0945942	-0.0857495	-0.085698	1.83249	-0.493999	-0.0158572	-0.0945942	-0.403041	-0.0158572
2.72656	-0.00960362	-0.024087	-0.0490543	-0.109425	-0.270429	-0.501761	-0.38722	-0.370583	-0.484101	-0.405968	-0.277337	-0.103424	-0.0747123	-0.0463616	-0.0902104	-0.092134	-0.0845357	-0.0854865	1.82669	-0.501761	-0.0163803	-0.092134	-0.405968	-0.0163803
2.72852	-0.0077529	-0.0210297	-0.045862	-0.107133	-0.270292	-0.508631	-0.390723	-0.371806	-0.489448	-0.408319	-0.273833	-0.0990961	-0.0709441	-0.0436084	-0.0862396	-0.0892888	-0.0830868	-0.0852695	1.83352	-0.508631	-0.0166125	-0.0892888	-0.408319	-0.0166125
2.73047	-0.00581193	-0.0179059	-0.0425748	-0.104583	-0.269712	-0.514343	-0.393151	-0.37209	-0.493421	-0.409973	-0.269286	-0.0942547	-0.0668314	-0.0406544	-0.0820684	-0.0862454	-0.0815269	-0.0850892	1.85276	-0.514343	-0.0166695	-0.0862454	-0.409973	-0.0166695
2.73242	-0.00386143	-0.0147696	-0.0391684	-0.101671	-0.268499	-0.518681	-0.394296	-0.371236	-0.495791	-0.410789	-0.26385	-0.0890868	-0.0625658	-0.0376489	-0.0779271	-0.0831667	-0.0799629	-0.0849738	1.88346	-0.518681	-0.0167094	-0.0831667	-0.410789	-0.0167094
2.73438	-0.0019486	-0.0116357	-0.0355982	-0.0983146	-0.266512	-0.521531	-0.394078	-0.369166	-0.496455	-0.410654	-0.257758	-0.0838094	-0.0583322	-0.034722	-0.0739906	-0.080182	-0.0784748	-0.0849334	1.92402	-0.521531	-0.0168976	-0.080182	-0.410654	-0.0168976
2.73633	-8.4281e-05	-0.00849289	-0.0318257	-0.09448	-0.263697	-0.522915	-0.392563	-0.365949	-0.495485	-0.409528	-0.251324	-0.0786645	-0.0543063	-0.0319845	-0.0703852	-0.0773863	-0.0771136	-0.0849624	1.97226	-0.522915	-0.0173728	-0.0773863	-0.409528	-0.0173728
2.73828	0.00174654	-0.00532243	-0.0278438	-0.0902081	-0.260108	-0.522987	-0.389967	-0.361811	-0.493133	-0.407463	-0.244913	-0.0739067	-0.050652	-0.0295288	-0.0671964	-0.0748471	-0.0759051	-0.085041	2.02559	-0.522987	-0.0182143	-0.0748471	-0.407463	-0.0182143
2.74023	0.00357568	-0.00211716	-0.0236964	-0.0856203	-0.255904	-0.522014	-0.386618	-0.357093	-0.489798	-0.404612	-0.238906	-0.0697858	-0.047518	-0.0274336	-0.0644832	-0.0726154	-0.074858	-0.0851421	2.08112	-0.522014	-0.0194246	-0.0726154	-0.404612	-0.0194246
2.74219	0.00543535	0.00110298	-0.0194829	-0.0809083	-0.251327	-0.520321	-0.382898	-0.3522	-0.485962	-0.401207	-0.233646	-0.0665188	-0.0450311	-0.0257658	-0.0622964	-0.0707376	-0.0739746	-0.0852382	2.13579	-0.520321	-0.0209244	-0.0707376	-0.401207	-0.0209244
2.74414	0.00734448	0.00428259	-0.0153548	-0.07631	-0.246659	-0.518236	-0.379169	-0.347518	-0.482105	-0.397521	-0.229383	-0.0642662	-0.0432875	-0.0245809	-0.0606863	-0.0692634	-0.0732594	-0.0853056	2.18653	-0.518236	-0.0225642	-0.0692634	-0.397521	-0.0225642
2.74609	0.00929916	0.00733127	-0.011495	-0.0720741	-0.24217	-0.516024	-0.375698	-0.343339	-0.478608	-0.393815	-0.226231	-0.0631025	-0.0423412	-0.0239191	-0.0597076	-0.0682479	-0.0727254	-0.0853307	2.23042	-0.516024	-0.0241483	-0.0682479	-0.393815	-0.0241483
2.74805	0.0112671	0.0101339	-0.00809157	-0.068417	-0.238068	-0.513834	-0.372609	-0.339802	-0.475676	-0.390288	-0.224133	-0.0630031	-0.0421925	-0.0237991	-0.0594094	-0.067747	-0.0723947	-0.0853113	2.2648	-0.513834	-0.0254692	-0.067747	-0.390288	-0.0254692
2.75	0.013189	0.0125672	-0.00530523	-0.0654854	-0.23446	-0.511676	-0.369841	-0.336853	-0.47329	-0.387028	-0.222863	-0.0638306	-0.0427804	-0.0242096	-0.0598242	-0.0678056	-0.0722941	-0.0852562	2.28739	-0.511676	-0.0263444	-0.0678056	-0.387028	-0.0263444
2.75195	0.0149857	0.0145212	-0.00323999	-0.0633297	-0.231322	-0.509407	-0.367157	-0.33425	-0.471187	-0.38399	-0.222043	-0.0653515	-0.0439806	-0.0251015	-0.0609462	-0.068443	-0.0724467	-0.0851816	2.29641	-0.509407	-0.0266489	-0.068443	-0.38399	-0.0266489
2.75391	0.0165726	0.0159197	-0.00192177	-0.0618896	-0.228502	-0.506766	-0.364179	-0.331597	-0.468906	-0.380989	-0.221195	-0.0672514	-0.0456097	-0.0263839	-0.0627153	-0.0696368	-0.0728614	-0.0851054	2.29066	-0.506766	-0.0263396	-0.0696368	-0.380989	-0.0263396
2.75586	0.0178709	0.0167371	-0.00128871	-0.0610001	-0.225742	-0.503417	-0.360454	-0.328417	-0.46585	-0.377728	-0.219809	-0.0691755	-0.0474391	-0.0279251	-0.0650036	-0.0713122	-0.0735222	-0.0850432	2.26957	-0.503417	-0.0254652	-0.0713122	-0.377728	-0.0254652
2.75781	0.0188234	0.0170057	-0.00119728	-0.0604175	-0.222718	-0.499015	-0.35553	-0.324234	-0.461397	-0.373842	-0.217421	-0.0707724	-0.0492194	-0.0295601	-0.0676169	-0.0733374	-0.0743827	-0.085003	2.2332	-0.499015	-0.0241588	-0.0733374	-0.373842	-0.0241588
2.75977	0.0194041	0.0168153	-0.00144207	-0.0598561	-0.219094	-0.493273	-0.349046	-0.318671	-0.455002	-0.368962	-0.21369	-0.0717402	-0.0507061	-0.031106	-0.0703032	-0.0755298	-0.0753631	-0.0849814	2.18227	-0.493273	-0.0226193	-0.0755298	-0.368962	-0.0226193
2.76172	0.0196226	0.0162999	-0.00178742	-0.0590346	-0.214582	-0.486018	-0.3408	-0.311521	-0.446307	-0.362776	-0.208451	-0.0718694	-0.051693	-0.0323818	-0.0727782	-0.0776724	-0.0763569	-0.0849648	2.11807	-0.486018	-0.0210774	-0.0776724	-0.362776	-0.0210774
2.76367	0.0195237	0.0156185	-0.00200504	-0.0577232	-0.208987	-0.477225	-0.330794	-0.302802	-0.435208	-0.355093	-0.20175	-0.0710707	-0.0520372	-0.0332317	-0.0747621	-0.0795384	-0.0772417	-0.0849295	2.04236	-0.477225	-0.019759	-0.0795384	-0.355093	-0.019759
2.76562	0.0191801	0.0149296	-0.00191087	-0.0557805	-0.202246	-0.467026	-0.319243	-0.292761	-0.421887	-0.345874	-0.193839	-0.0693886	-0.0516822	-0.0335472	-0.076015	-0.0809218	-0.0778965	-0.0848483	1.9573	-0.467026	-0.0188493	-0.0809218	-0.345874	-0.0188493
2.76758	0.0186795	0.0143655	-0.00139451	-0.053177	-0.194436	-0.455681	-0.306545	-0.281848	-0.406789	-0.335253	-0.18514	-0.0669932	-0.0506654	-0.0332841	-0.0763776	-0.0816677	-0.07822	-0.0846952	1.86526	-0.455681	-0.018462	-0.0816677	-0.335253	-0.018462
2.76953	0.0181109	0.0140121	-0.000436842	-0.049997	-0.185758	-0.443526	-0.293217	-0.27064	-0.390552	-0.323506	-0.176175	-0.0641503	-0.0491149	-0.032473	-0.0757978	-0.0816981	-0.0781489	-0.0844535	1.76868	-0.443526	-0.0186238	-0.0816981	-0.323506	-0.0186238
2.77148	0.0175505	0.013896	0.000889361	-0.046423	-0.176501	-0.4309	-0.279807	-0.259742	-0.373894	-0.31101	-0.16748	-0.0611806	-0.0472307	-0.0312169	-0.0743463	-0.0810275	-0.077671	-0.084119	1.66991	-0.4309	-0.0192716	-0.0810275	-0.31101	-0.0192716
2.77344	0.0170522	0.0139834	0.0024364	-0.0426986	-0.166986	-0.418061	-0.266793	-0.249685	-0.357485	-0.298164	-0.15951	-0.058403	-0.0452538	-0.0296796	-0.072211	-0.0797645	-0.0768314	-0.0837067	1.5711	-0.418061	-0.0202675	-0.0797645	-0.298164	-0.0202675
2.77539	0.0166403	0.0141912	0.00401211	-0.0390822	-0.157506	-0.405116	-0.254493	-0.240815	-0.34181	-0.285318	-0.152557	-0.0560803	-0.0434301	-0.0280628	-0.0696726	-0.0780997	-0.075729	-0.0832479	1.47404	-0.405116	-0.0214252	-0.0780997	-0.285318	-0.0214252
2.77734	0.0163118	0.0144075	0.00542027	-0.035794	-0.148265	-0.391962	-0.243	-0.233227	-0.32707	-0.272679	-0.146691	-0.0543749	-0.0419679	-0.0265762	-0.0670686	-0.0762781	-0.0745051	-0.0827888	1.38015	-0.391962	-0.0225446	-0.0762781	-0.272679	-0.0225446
2.7793	0.0160451	0.01452	0.00650442	-0.0329707	-0.139337	-0.378268	-0.232146	-0.226722	-0.313111	-0.260267	-0.141733	-0.0533137	-0.0410037	-0.025405	-0.0647357	-0.074563	-0.0733222	-0.0823839	1.29036	-0.378268	-0.0234497	-0.074563	-0.260267	-0.0234497
2.78125	0.0158085	0.0144457	0.00718552	-0.0306302	-0.130641	-0.363486	-0.221518	-0.220828	-0.299423	-0.247868	-0.137271	-0.0527806	-0.0405765	-0.0246805	-0.0629613	-0.073194	-0.07234	-0.0820878	1.20522	-0.363486	-0.0240201	-0.073194	-0.247868	-0.0240201
2.7832	0.0155787	0.0141568	0.00748813	-0.0286595	-0.121946	-0.346906	-0.210508	-0.214857	-0.285189	-0.235048	-0.132716	-0.0525277	-0.0406156	-0.0244554	-0.0619321	-0.0723475	-0.071689	-0.0819455	1.12487	-0.346906	-0.0242134	-0.0723475	-0.235048	-0.0242134
2.78516	0.015353	0.0136988	0.0075497	-0.026822	-0.112904	-0.327732	-0.198405	-0.208003	-0.269401	-0.221193	-0.127385	-0.052212	-0.0409489	-0.0246939	-0.0617032	-0.0721058	-0.0714479	-0.0819842	1.04915	-0.327732	-0.0240728	-0.0721058	-0.221193	-0.0240728
2.78711	0.0151597	0.0131947	0.00760961	-0.024788	-0.103107	-0.305186	-0.184505	-0.19947	-0.250998	-0.205586	-0.120604	-0.0514452	-0.0413249	-0.0252723	-0.0621784	-0.0724401	-0.0716284	-0.0822078	0.977715	-0.305186	-0.0237189	-0.0724401	-0.205586	-0.0237189
2.78906	0.0150627	0.0128355	0.00797904	-0.0221848	-0.092149	-0.27861	-0.168224	-0.188596	-0.229035	-0.187504	-0.111815	-0.0498581	-0.0414507	-0.0259959	-0.0631254	-0.0732106	-0.0721702	-0.0825924	0.910098	-0.27861	-0.0233272	-0.0732106	-0.187504	-0.0233272
