t	A01:11admp	A02:11avg1	A03:11avg2	A04:11diff	A05:11sum	D06:11thre1	D07:11thre2	D08:11thre3	D09:11thre4	D10:11thre5	D11:11thre6	D12:11thre7	D13:11thre8	D14:11thre9	D15:11thre10	D16:11thre11	D17:11thre12	D18:11thre13	D19:11thre14	D20:11thre15	D21:11thre16	D22:11thre17
1.00977	-0.00371146	-0.0035185	0.00454895	-0.00806745	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.01172	-0.00655866	-0.00632644	0.00396517	-0.0102916	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.01367	-0.00870919	-0.00845838	0.00338126	-0.0118396	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.01562	-0.0101073	-0.00986083	0.00282359	-0.0126844	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.01758	-0.010766	-0.0105437	0.00231894	-0.0128627	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.01953	-0.0107579	-0.0105759	0.00189285	-0.0124688	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.02148	-0.0102038	-0.0100714	0.00156787	-0.0116393	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.02344	-0.00925255	-0.00917069	0.00136183	-0.0105325	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.02539	-0.00805569	-0.00801865	0.00128639	-0.00930505	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.02734	-0.00674772	-0.00674327	0.00134584	-0.00808911	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.0293	-0.00542641	-0.00543817	0.00153653	-0.0069747	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.03125	-0.00414038	-0.00415134	0.00184683	-0.00599817	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.0332	-0.00288725	-0.0028824	0.00225772	-0.00514013	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.03516	-0.00161958	-0.00158819	0.00274404	-0.00433222	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.03711	-0.00025773	-0.000196934	0.00327607	-0.003473	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.03906	0.00128651	0.00137266	0.00382165	-0.00244899	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.04102	0.00308919	0.00318948	0.00434829	-0.00115881	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.04297	0.00519276	0.00528971	0.00482542	0.000464293	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.04492	0.00758719	0.0076615	0.00522623	0.00243528	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.04688	0.0102046	0.010236	0.00552935	0.00470667	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.04883	0.0129163	0.0128891	0.00571995	0.00716919	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.05078	0.0155466	0.01545	0.00579029	0.00965971	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.05273	0.0178871	0.01772	0.00573978	0.0119802	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.05469	0.0197263	0.0194941	0.00557455	0.0139196	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.05664	0.020869	0.0205875	0.00530656	0.015281	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.05859	0.0211673	0.0208577	0.0049525	0.0159052	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.06055	0.0205367	0.020223	0.00453243	0.0156905	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.0625	0.018965	0.0186741	0.00406845	0.0146057	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.06445	0.0165207	0.0162746	0.00358331	0.0126913	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.06641	0.0133381	0.0131563	0.00309933	0.010057	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.06836	0.00961018	0.00950289	0.0026373	0.00686559	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.07031	0.0055604	0.00553226	0.00221574	0.00331653	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.07227	0.00142622	0.00147263	0.00185028	-0.000377647	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.07422	-0.00256872	-0.00245611	0.00155328	-0.00400938	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.07617	-0.00622582	-0.006061	0.00133359	-0.00739459	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.07812	-0.00938845	-0.00918619	0.0011965	-0.0103827	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.08008	-0.0119443	-0.0117187	0.00114371	-0.0128624	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.08203	-0.0138233	-0.0135871	0.00117354	-0.0147606	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.08398	-0.0149937	-0.0147552	0.00128109	-0.0160363	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.08594	-0.0154488	-0.015214	0.0014586	-0.0166726	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.08789	-0.0151994	-0.0149714	0.00169587	-0.0166673	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.08984	-0.014266	-0.0140469	0.00198069	-0.0160276	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.0918	-0.0126753	-0.0124669	0.00229941	-0.0147663	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.09375	-0.0104594	-0.010266	0.00263751	-0.0129035	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.0957	-0.00766325	-0.00749175	0.00298026	-0.010472	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.09766	-0.00435257	-0.00421222	0.00331328	-0.0075255	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.09961	-0.000620842	-0.0005246	0.00362315	-0.00414775	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10156	0.00339961	0.00343895	0.00389786	-0.000458914	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10352	0.00753808	0.0075078	0.00412726	0.00338054	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10547	0.0115857	0.0114775	0.00430329	0.00717426	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10742	0.0153089	0.0151192	0.00442018	0.010699	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.10938	0.0184629	0.0181959	0.0044745	0.0137214	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11133	0.0208161	0.0204841	0.00446515	0.0160189	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11328	0.0221732	0.0217961	0.00439316	0.0174029	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11523	0.0223989	0.0220037	0.00426165	0.0177421	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11719	0.0214391	0.0210554	0.00407556	0.0169798	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.11914	0.0193281	0.0189881	0.00384148	0.0151466	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12109	0.016197	0.0159285	0.00356748	0.012361	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12305	0.0122604	0.0120856	0.00326291	0.00882269	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.125	0.00779939	0.00773271	0.00293815	0.00479456	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12695	0.0031383	0.00318201	0.00260443	0.000577583	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.12891	-0.00139165	-0.00124375	0.00227352	-0.00351727	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13086	-0.00547791	-0.0052437	0.0019574	-0.0072011	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13281	-0.00886154	-0.00856439	0.00166788	-0.0102323	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13477	-0.0113537	-0.0110226	0.00141615	-0.0124387	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13672	-0.0128524	-0.0125166	0.00121229	-0.0137289	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.13867	-0.0133436	-0.0130293	0.00106479	-0.014094	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14062	-0.0128918	-0.0126205	0.000980084	-0.0136006	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14258	-0.0116262	-0.0114117	0.000962146	-0.0123739	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14453	-0.00971723	-0.00956535	0.00101215	-0.0105775	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14648	-0.00735259	-0.00726167	0.00112833	-0.00839	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14844	-0.0047152	-0.0046773	0.00130592	-0.00598322	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.15039	-0.00196409	-0.00196775	0.00153733	-0.00350508	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.15234	0.000776052	0.000742992	0.00181239	-0.0010694	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1543	0.00341702	0.00336623	0.00211881	0.00124742	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.15625	0.00590563	0.00584451	0.00244274	0.00340177	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1582	0.0082109	0.00814295	0.00276942	0.00537353	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.16016	0.0103123	0.0102362	0.00308386	0.00715232	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.16211	0.0121853	0.0120965	0.0033716	0.00872489	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.16406	0.0137918	0.0136828	0.00361936	0.0100634	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.16602	0.0150712	0.0149357	0.00381573	0.01112	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.16797	0.0159442	0.0157782	0.00395176	0.0118265	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.16992	0.0163193	0.0161227	0.00402138	0.0121014	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.17188	0.0161047	0.0158837	0.0040218	0.0118619	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.17383	0.0152271	0.0149929	0.00395369	0.0110392	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.17578	0.0136468	0.0134162	0.00382118	0.00959503	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.17773	0.0113747	0.0111672	0.00363179	0.00753542	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.17969	0.00848007	0.00831612	0.003396	0.00492012	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.18164	0.00509357	0.00499272	0.00312686	0.00186587	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.18359	0.00140452	0.00137981	0.00283917	-0.00145936	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.18555	-0.00235868	-0.00229955	0.00254877	-0.00484832	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1875	-0.00594449	-0.005802	0.00227157	-0.00807357	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.18945	-0.00910282	-0.0088865	0.00202262	-0.0109091	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.19141	-0.0116122	-0.0113383	0.00181515	-0.0131535	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.19336	-0.0132999	-0.0129902	0.00165979	-0.0146499	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.19531	-0.0140584	-0.0137384	0.00156389	-0.0153023	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.19727	-0.0138569	-0.0135516	0.00153108	-0.0150826	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.19922	-0.0127394	-0.0124712	0.00156113	-0.0140323	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.20117	-0.0108173	-0.0106037	0.00165008	-0.0122538	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.20312	-0.00825453	-0.00810647	0.00179062	-0.00989709	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.20508	-0.00524759	-0.00516836	0.00197277	-0.00714113	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.20703	-0.00200295	-0.00199	0.00218468	-0.00417468	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.20898	0.00128055	0.00123636	0.00241355	-0.00117719	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.21094	0.00443149	0.0043416	0.00264655	0.00169505	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.21289	0.00731277	0.0071911	0.00287168	0.00431942	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.21484	0.00982904	0.00968758	0.00307846	0.00660912	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2168	0.0119209	0.0117701	0.00325837	0.00851172	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.21875	0.0135603	0.0134067	0.00340515	0.0100015	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2207	0.0147388	0.014585	0.00351471	0.0110703	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.22266	0.015456	0.0153024	0.00358505	0.0117174	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.22461	0.0157125	0.0155574	0.00361583	0.0119416	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.22656	0.0155039	0.015345	0.00360803	0.011737	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.22852	0.0148187	0.0146564	0.0035948	0.0110616	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.23047	0.0136466	0.0134831	0.00353804	0.00994509	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.23242	0.0119841	0.011826	0.00343661	0.00838942	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.23438	0.0098474	0.00970459	0.00329207	0.00641252	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.23633	0.00728226	0.00716782	0.00310899	0.00405883	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.23828	0.00437379	0.00430115	0.002895	0.00140615	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.24023	0.00124741	0.00123064	0.00266037	-0.00142973	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.24219	-0.00192928	-0.00188033	0.00241734	-0.00429766	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.24414	-0.00495911	-0.00483958	0.00217909	-0.00701866	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.24609	-0.00763035	-0.00744096	0.00195874	-0.0093997	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.24805	-0.00973344	-0.00948421	0.00176832	-0.0112525	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.25	-0.0110888	-0.010795	0.00161789	-0.0124128	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.25195	-0.0115626	-0.0112467	0.001515	-0.0127617	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.25391	-0.0110886	-0.010776	0.00146438	-0.0122404	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.25586	-0.00967693	-0.00939472	0.00146799	-0.0108627	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.25781	-0.00741863	-0.00719134	0.00152524	-0.00871658	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.25977	-0.00447845	-0.0043265	0.00163337	-0.00595987	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.26172	-0.00108242	-0.00101844	0.00178786	-0.00280631	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.26367	0.00250554	0.00247741	0.00198276	0.000494643	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.26562	0.0060091	0.00589339	0.00221091	0.00368248	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.26758	0.00916553	0.00897558	0.00246397	0.00651162	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.26953	0.0117521	0.0115076	0.00273243	0.00877516	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.27148	0.0136051	0.0133305	0.00300552	0.010325	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.27344	0.0146344	0.0143553	0.00327118	0.0110841	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.27539	0.0148263	0.0145672	0.0035163	0.0110509	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.27734	0.014241	0.014022	0.0037271	0.0102949	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2793	0.0129986	0.0128342	0.00388988	0.00894427	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.28125	0.0112629	0.0111602	0.00399199	0.00716822	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.2832	0.00921917	0.00917848	0.00402305	0.00515543	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.28516	0.00705338	0.0070684	0.00397608	0.00309232	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.28711	0.00493264	0.00499264	0.00384867	0.00114397	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.28906	0.00299191	0.00308196	0.00364372	-0.000561766	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.29102	0.00132132	0.00142733	0.00336978	-0.00194245	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.29297	-3.12328e-05	7.6135e-05	0.00304079	-0.00296466	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.29492	-0.00106168	-0.000962893	0.00267527	-0.00363817	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.29688	-0.00179577	-0.00171367	0.00229497	-0.00400864	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.29883	-0.00228357	-0.00221992	0.00192308	-0.004143	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.30078	-0.0025804	-0.00171097	0.0015823	-0.00329327	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.30273	-0.000268936	-0.0013055	0.00129285	-0.00259835	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.30469	-0.00106716	-0.00114767	0.00107085	-0.00221852	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.30664	-0.0021069	-0.00212741	0.000926981	-0.00305439	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.30859	-0.00320816	-0.00315539	0.000865891	-0.00402128	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.31055	-0.00415111	-0.00402641	0.000886172	-0.00491258	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3125	-0.00471997	-0.00453822	0.000980899	-0.00551912	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.31445	-0.00474358	-0.00453075	0.00113873	-0.00566948	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.31641	-0.00412869	-0.00391658	0.0013453	-0.00526188	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.31836	-0.00287747	-0.0026981	0.00158468	-0.00428278	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.32031	-0.00108814	-0.000968059	0.00184082	-0.00280888	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.32227	0.00106144	0.00110547	0.00209872	-0.000993256	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.32422	0.00334311	0.00330766	0.00234523	0.000962433	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.32617	0.00551844	0.0054125	0.00256943	0.00284307	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.32812	0.00737596	0.00721987	0.00276275	0.00445712	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.33008	0.00876522	0.00858593	0.00291872	0.00566721	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.33203	0.00961661	0.00944281	0.00303266	0.00641014	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.33398	0.00994658	0.00980314	0.00310131	0.00670182	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.33594	0.00984621	0.00974854	0.0031226	0.00662594	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.33789	0.00945282	0.00940649	0.00309558	0.00631091	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.33984	0.00892043	0.00891757	0.00302061	0.00589696	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3418	0.00837946	0.00840298	0.00289955	0.00550343	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.34375	0.00790906	0.00793473	0.00273618	0.00519855	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.3457	0.00751567	0.00751837	0.00253638	0.00498199	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.34766	0.00713038	0.00709033	0.00230827	0.00478206	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.34961	0.00662494	0.00653036	0.00206198	0.00446839	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.35156	0.00583577	0.00568851	0.00180914	0.00387937	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.35352	0.00460482	0.00442004	0.00156206	0.00285799	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.35547	0.00281954	0.00262491	0.00133271	0.0012922	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.35742	0.000450373	0.000279983	0.00113163	-0.000851648	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.35938	-0.00242996	-0.00253781	0.000966941	-0.00350475	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.36133	-0.00563383	-0.00564726	0.000843579	-0.00649084	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.36328	-0.00887799	-0.00877476	0.000762979	-0.00953774	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.36523	-0.0118124	-0.0115866	0.000723157	-0.0123097	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.36719	-0.0140693	-0.0137324	0.000719336	-0.0144518	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.36914	-0.0153155	-0.0148968	0.000744871	-0.0156417	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.37109	-0.0153055	-0.014848	0.000792449	-0.0156404	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.37305	-0.0139229	-0.0134793	0.000855286	-0.0143346	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.375	-0.0112095	-0.0108315	0.000928161	-0.0117597	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.37695	-0.00736213	-0.00709709	0.00100801	-0.0081051	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.37891	-0.00271964	-0.00260027	0.00106282	-0.0036631	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.38086	0.00228095	0.00223978	0.00113434	0.00110544	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.38281	0.00715804	0.00696286	0.00122873	0.00573413	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.38477	0.0114496	0.0111245	0.0013496	0.00977485	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.38672	0.0147657	0.0143526	0.00149638	0.0128563	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.38867	0.0168426	0.0163915	0.00166334	0.0147282	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.39062	0.0175662	0.0171301	0.00183934	0.0152908	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.39258	0.0169816	0.016608	0.00200865	0.0145993	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.39453	0.0152762	0.0150006	0.00215243	0.0128482	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.39648	0.0127439	0.0125868	0.00225101	0.0103358	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.39844	0.00974035	0.00970244	0.0022864	0.00741605	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.40039	0.00662303	0.00669098	0.00224484	0.00444614	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.40234	0.00370955	0.00385523	0.00211893	0.0017363	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
